customer_id,zip,city,signup_date,gender,age_group,acquisition_channel
31086,48625,Thai Nguyen,2020-01-14,Female,25-34,paid_search
31087,48625,Thai Nguyen,2018-07-23,Male,45-54,email_campaign
31088,48626,Nam Dinh,2014-03-05,Female,45-54,organic_search
31089,48626,Nam Dinh,2020-07-05,Male,25-34,organic_search
31090,48626,Nam Dinh,2021-05-06,Female,55+,email_campaign
31091,48626,Nam Dinh,2022-12-11,Male,25-34,organic_search
31092,48626,Nam Dinh,2022-12-07,Male,25-34,email_campaign
31093,48628,Thai Nguyen,2022-11-28,Female,25-34,organic_search
31094,48628,Thai Nguyen,2021-09-05,Male,35-44,social_media
31095,48628,Thai Nguyen,2020-03-28,Female,45-54,organic_search
31096,48628,Thai Nguyen,2018-02-15,Non-binary,55+,organic_search
31097,48628,Thai Nguyen,2021-08-20,Male,35-44,email_campaign
31098,48629,Ninh Binh,2022-02-01,Female,25-34,social_media
31099,48629,Ninh Binh,2020-12-31,Female,25-34,email_campaign
31100,48629,Ninh Binh,2022-05-01,Female,18-24,paid_search
31101,48629,Ninh Binh,2021-04-08,Male,35-44,paid_search
31102,48629,Ninh Binh,2020-04-30,Female,25-34,paid_search
31104,48631,Uong Bi,2018-07-13,Male,18-24,organic_search
31105,48631,Uong Bi,2021-05-30,Female,25-34,social_media
31106,48631,Uong Bi,2018-12-23,Male,25-34,referral
31107,48631,Uong Bi,2021-01-26,Female,35-44,paid_search
31108,48632,Uong Bi,2022-03-09,Male,35-44,organic_search
31109,48632,Uong Bi,2018-12-02,Male,35-44,organic_search
31111,48632,Uong Bi,2019-10-01,Female,45-54,organic_search
31112,48632,Uong Bi,2021-10-06,Male,55+,paid_search
31114,48633,Uong Bi,2021-06-06,Male,25-34,social_media
31115,48633,Uong Bi,2022-06-25,Male,55+,organic_search
31116,48633,Uong Bi,2018-03-31,Female,18-24,social_media
31118,48634,Bac Giang,2019-03-10,Male,45-54,direct
31119,48634,Bac Giang,2020-04-07,Female,45-54,social_media
31120,48634,Bac Giang,2018-12-22,Male,25-34,email_campaign
31121,48634,Bac Giang,2016-10-02,Male,25-34,paid_search
31122,48634,Bac Giang,2021-10-21,Male,35-44,email_campaign
31123,48635,Bac Ninh,2013-04-11,Female,25-34,organic_search
31124,48635,Bac Ninh,2016-11-21,Female,25-34,paid_search
31125,48635,Bac Ninh,2019-09-12,Female,25-34,organic_search
31127,48635,Bac Ninh,2022-11-21,Male,35-44,direct
31131,48636,Uong Bi,2018-06-24,Male,25-34,organic_search
31133,48637,Phu Ly,2019-10-18,Male,55+,social_media
31134,48637,Phu Ly,2020-02-02,Male,18-24,paid_search
31136,48637,Phu Ly,2021-01-04,Female,55+,organic_search
31138,48638,Bac Ninh,2016-05-15,Male,25-34,paid_search
31140,48638,Bac Ninh,2017-05-04,Female,25-34,social_media
31141,48638,Bac Ninh,2016-09-01,Male,25-34,paid_search
31143,48640,Cam Pha,2016-10-12,Non-binary,25-34,organic_search
31144,48640,Cam Pha,2022-03-12,Female,35-44,referral
31145,48640,Cam Pha,2022-01-29,Female,25-34,organic_search
31147,48640,Cam Pha,2022-01-16,Female,18-24,organic_search
31148,48642,Nam Dinh,2018-06-16,Male,25-34,email_campaign
31149,48642,Nam Dinh,2021-05-10,Male,25-34,social_media
31150,48642,Nam Dinh,2016-08-22,Female,25-34,social_media
31152,48642,Nam Dinh,2017-12-15,Female,35-44,paid_search
31153,48647,Thai Nguyen,2017-09-14,Female,45-54,organic_search
31154,48647,Thai Nguyen,2020-09-18,Female,45-54,paid_search
31155,48647,Thai Nguyen,2021-05-04,Female,18-24,email_campaign
31156,48647,Thai Nguyen,2018-07-01,Female,35-44,paid_search
31158,48649,Hai Phong,2022-04-10,Female,18-24,organic_search
31159,48649,Hai Phong,2015-03-07,Male,35-44,paid_search
31160,48649,Hai Phong,2020-12-20,Male,18-24,social_media
31161,48649,Hai Phong,2020-10-08,Male,45-54,paid_search
31162,48649,Hai Phong,2018-11-10,Female,45-54,direct
31164,48650,Bac Giang,2021-01-08,Non-binary,25-34,social_media
31165,48650,Bac Giang,2019-02-24,Male,35-44,social_media
31166,48650,Bac Giang,2020-11-08,Male,25-34,social_media
31167,48650,Bac Giang,2014-11-05,Female,35-44,organic_search
31168,48651,Viet Tri,2018-06-12,Female,55+,direct
31169,48651,Viet Tri,2019-03-08,Male,55+,social_media
31170,48651,Viet Tri,2021-07-22,Female,25-34,email_campaign
31171,48651,Viet Tri,2022-05-11,Male,35-44,social_media
31173,48652,Viet Tri,2019-02-19,Female,45-54,paid_search
31175,48652,Viet Tri,2022-03-05,Female,35-44,referral
31176,48652,Viet Tri,2022-02-03,Male,45-54,social_media
31177,48652,Viet Tri,2022-03-15,Female,25-34,organic_search
31179,48653,Son Tay,2019-08-17,Male,55+,organic_search
31181,48653,Son Tay,2020-11-11,Male,35-44,organic_search
31182,48653,Son Tay,2021-05-15,Male,18-24,paid_search
31183,48654,Hanoi,2012-08-03,Male,18-24,paid_search
31185,48654,Hanoi,2019-04-07,Female,45-54,email_campaign
31187,48654,Hanoi,2016-07-18,Male,35-44,organic_search
31188,48655,Phu Ly,2019-11-13,Male,25-34,email_campaign
31189,48655,Phu Ly,2022-10-25,Female,35-44,paid_search
31190,48655,Phu Ly,2022-02-03,Female,18-24,organic_search
31191,48655,Phu Ly,2018-05-24,Female,35-44,email_campaign
31192,48655,Phu Ly,2018-04-28,Male,18-24,paid_search
31193,48656,Ninh Binh,2021-09-12,Male,45-54,organic_search
31194,48656,Ninh Binh,2017-10-19,Female,18-24,paid_search
31195,48656,Ninh Binh,2020-01-18,Female,45-54,social_media
31196,48656,Ninh Binh,2017-12-04,Male,45-54,social_media
31197,48656,Ninh Binh,2020-07-17,Female,25-34,organic_search
31198,48657,Bac Giang,2019-08-01,Female,45-54,email_campaign
31199,48657,Bac Giang,2016-02-08,Female,18-24,organic_search
31201,48657,Bac Giang,2019-06-15,Female,18-24,email_campaign
31204,48658,Nam Dinh,2017-04-10,Male,35-44,email_campaign
31205,48658,Nam Dinh,2015-02-09,Male,55+,organic_search
31206,48658,Nam Dinh,2016-11-11,Non-binary,45-54,social_media
31208,48659,Thai Nguyen,2020-12-05,Male,18-24,paid_search
31209,48659,Thai Nguyen,2020-04-28,Male,25-34,email_campaign
31210,48659,Thai Nguyen,2020-06-10,Male,35-44,organic_search
31211,48659,Thai Nguyen,2015-12-16,Female,35-44,direct
31212,48659,Thai Nguyen,2019-08-05,Female,45-54,organic_search
31213,48661,Viet Tri,2014-10-28,Female,25-34,paid_search
31214,48661,Viet Tri,2019-02-20,Male,18-24,paid_search
31215,48661,Viet Tri,2021-12-07,Female,25-34,email_campaign
31216,48661,Viet Tri,2015-10-25,Female,25-34,organic_search
31218,48662,Lao Cai,2019-05-17,Male,55+,organic_search
31220,48662,Lao Cai,2013-11-07,Female,35-44,organic_search
31221,48662,Lao Cai,2019-04-19,Non-binary,35-44,paid_search
31222,48662,Lao Cai,2019-08-25,Female,35-44,referral
31223,48667,Cam Pha,2015-12-27,Female,35-44,paid_search
31224,48667,Cam Pha,2017-12-02,Non-binary,35-44,paid_search
31226,48667,Cam Pha,2021-04-01,Male,18-24,email_campaign
31227,48667,Cam Pha,2014-10-18,Female,35-44,organic_search
31228,48701,Hanoi,2015-09-16,Male,35-44,organic_search
31229,48701,Hanoi,2018-06-02,Female,35-44,organic_search
31230,48701,Hanoi,2017-06-02,Male,45-54,social_media
31231,48701,Hanoi,2017-05-23,Male,45-54,email_campaign
31232,48701,Hanoi,2017-05-24,Male,45-54,direct
31233,48703,Son Tay,2021-05-18,Male,25-34,organic_search
31235,48703,Son Tay,2020-08-16,Male,18-24,organic_search
31236,48703,Son Tay,2020-02-19,Female,35-44,organic_search
31237,48703,Son Tay,2022-07-14,Female,18-24,paid_search
31238,48706,Cam Pha,2017-08-30,Male,45-54,social_media
31240,48706,Cam Pha,2022-03-31,Male,45-54,social_media
31241,48706,Cam Pha,2022-05-25,Female,25-34,organic_search
31242,48706,Cam Pha,2014-09-27,Female,35-44,social_media
31243,48708,Phu Ly,2018-08-11,Female,55+,email_campaign
31244,48708,Phu Ly,2017-09-11,Female,25-34,referral
31245,48708,Phu Ly,2021-04-03,Female,25-34,social_media
31246,48708,Phu Ly,2012-07-04,Male,18-24,paid_search
31247,48708,Phu Ly,2014-07-12,Non-binary,45-54,organic_search
31250,48720,Viet Tri,2021-10-22,Female,25-34,organic_search
31251,48720,Viet Tri,2015-06-27,Non-binary,25-34,paid_search
31253,48722,Nam Dinh,2014-08-10,Male,25-34,paid_search
31254,48722,Nam Dinh,2019-07-17,Female,18-24,email_campaign
31255,48722,Nam Dinh,2016-06-17,Male,25-34,organic_search
31256,48722,Nam Dinh,2015-07-30,Male,45-54,social_media
31257,48722,Nam Dinh,2018-06-20,Male,25-34,email_campaign
31258,48723,Hai Phong,2020-06-21,Female,18-24,paid_search
31262,48723,Hai Phong,2021-07-10,Male,35-44,email_campaign
31263,48725,Cam Pha,2022-12-11,Male,45-54,email_campaign
31264,48725,Cam Pha,2019-07-11,Male,35-44,paid_search
31265,48725,Cam Pha,2021-09-03,Female,25-34,organic_search
31266,48725,Cam Pha,2019-03-24,Female,35-44,social_media
31267,48725,Cam Pha,2016-07-24,Male,25-34,referral
31268,48726,Bac Ninh,2013-09-24,Female,25-34,email_campaign
31269,48726,Bac Ninh,2017-04-24,Male,35-44,organic_search
31270,48726,Bac Ninh,2021-10-25,Male,35-44,organic_search
31271,48726,Bac Ninh,2020-03-11,Female,35-44,paid_search
31274,48727,Cam Pha,2017-10-23,Male,25-34,paid_search
31276,48727,Cam Pha,2020-11-15,Female,25-34,paid_search
31277,48727,Cam Pha,2017-07-05,Female,55+,organic_search
31278,48729,Son Tay,2018-12-27,Female,35-44,organic_search
31280,48729,Son Tay,2021-11-26,Male,25-34,paid_search
31281,48729,Son Tay,2020-08-27,Non-binary,35-44,paid_search
31283,48730,Bac Ninh,2022-08-09,Non-binary,55+,organic_search
31284,48730,Bac Ninh,2016-05-26,Male,18-24,paid_search
31285,48730,Bac Ninh,2014-07-07,Female,45-54,social_media
31286,48730,Bac Ninh,2015-06-22,Non-binary,45-54,organic_search
31287,48730,Bac Ninh,2021-08-24,Female,35-44,social_media
31288,48731,Ninh Binh,2016-11-24,Female,35-44,paid_search
31290,48731,Ninh Binh,2016-09-06,Female,18-24,organic_search
31291,48731,Ninh Binh,2019-12-04,Male,45-54,social_media
31292,48731,Ninh Binh,2021-08-01,Male,55+,organic_search
31293,48732,Bac Ninh,2018-09-16,Female,35-44,organic_search
31295,48732,Bac Ninh,2017-08-12,Male,45-54,organic_search
31296,48732,Bac Ninh,2020-06-24,Male,25-34,organic_search
31297,48732,Bac Ninh,2018-08-25,Male,35-44,direct
31298,48733,Bac Giang,2020-05-11,Female,25-34,social_media
31300,48733,Bac Giang,2016-12-05,Female,25-34,paid_search
31301,48733,Bac Giang,2018-08-29,Male,18-24,social_media
31302,48733,Bac Giang,2015-08-09,Male,45-54,referral
31303,48734,Uong Bi,2016-06-13,Male,25-34,direct
31304,48734,Uong Bi,2018-08-23,Male,55+,paid_search
31306,48734,Uong Bi,2017-04-21,Male,25-34,organic_search
31307,48734,Uong Bi,2020-02-25,Male,25-34,organic_search
31308,48735,Nam Dinh,2019-06-01,Male,35-44,organic_search
31310,48735,Nam Dinh,2017-03-30,Male,18-24,email_campaign
31311,48735,Nam Dinh,2017-08-12,Female,35-44,email_campaign
31312,48735,Nam Dinh,2015-09-07,Male,35-44,organic_search
31313,48737,Nam Dinh,2020-01-17,Non-binary,18-24,paid_search
31314,48737,Nam Dinh,2019-06-18,Male,18-24,email_campaign
31315,48737,Nam Dinh,2020-12-06,Male,18-24,direct
31316,48737,Nam Dinh,2020-02-03,Male,45-54,direct
31317,48737,Nam Dinh,2016-10-10,Female,18-24,organic_search
31318,48738,Bac Ninh,2020-06-03,Male,35-44,organic_search
31319,48738,Bac Ninh,2019-03-16,Male,35-44,social_media
31320,48738,Bac Ninh,2016-11-04,Male,35-44,paid_search
31321,48738,Bac Ninh,2020-06-14,Male,55+,referral
31322,48738,Bac Ninh,2016-08-31,Male,18-24,referral
31323,48739,Ninh Binh,2014-12-02,Female,18-24,social_media
31324,48739,Ninh Binh,2018-02-26,Male,18-24,email_campaign
31325,48739,Ninh Binh,2021-11-30,Male,55+,organic_search
31326,48739,Ninh Binh,2020-08-07,Female,18-24,organic_search
31327,48739,Ninh Binh,2015-01-02,Female,35-44,organic_search
31328,48740,Ha Long,2020-06-06,Female,45-54,organic_search
31329,48740,Ha Long,2019-01-04,Male,45-54,referral
31330,48740,Ha Long,2013-02-09,Female,25-34,email_campaign
31332,48740,Ha Long,2019-06-19,Female,45-54,email_campaign
31333,48741,Bac Giang,2022-10-24,Male,25-34,social_media
31335,48741,Bac Giang,2022-05-07,Female,25-34,referral
31336,48741,Bac Giang,2020-04-06,Female,25-34,paid_search
31337,48741,Bac Giang,2020-09-23,Non-binary,55+,organic_search
31338,48742,Viet Tri,2020-03-01,Male,55+,organic_search
31339,48742,Viet Tri,2012-08-31,Female,25-34,organic_search
31340,48742,Viet Tri,2020-07-02,Male,45-54,direct
31341,48742,Viet Tri,2015-06-16,Male,35-44,direct
31342,48742,Viet Tri,2015-05-05,Female,25-34,referral
31343,48743,Viet Tri,2017-04-11,Male,35-44,social_media
31344,48743,Viet Tri,2022-06-11,Female,25-34,social_media
31345,48743,Viet Tri,2015-10-14,Female,18-24,paid_search
31346,48743,Viet Tri,2019-09-28,Male,55+,direct
31348,48744,Bac Giang,2021-09-03,Female,18-24,social_media
31351,48744,Bac Giang,2019-07-22,Male,25-34,social_media
31353,48745,Hai Phong,2021-06-22,Male,45-54,social_media
31354,48745,Hai Phong,2017-12-30,Male,35-44,organic_search
31355,48745,Hai Phong,2022-06-06,Female,18-24,organic_search
31356,48745,Hai Phong,2018-01-07,Female,45-54,organic_search
31357,48745,Hai Phong,2021-12-02,Male,25-34,email_campaign
31358,48746,Hanoi,2019-08-12,Male,18-24,paid_search
31359,48746,Hanoi,2021-02-05,Non-binary,25-34,social_media
31360,48746,Hanoi,2022-09-16,Female,35-44,social_media
31361,48746,Hanoi,2022-06-19,Female,25-34,organic_search
31364,48747,Bac Giang,2020-02-03,Male,35-44,organic_search
31365,48747,Bac Giang,2020-08-07,Female,25-34,social_media
31366,48747,Bac Giang,2014-12-20,Female,18-24,organic_search
31367,48747,Bac Giang,2020-04-25,Female,45-54,social_media
31368,48748,Ninh Binh,2018-10-25,Male,25-34,referral
31369,48748,Ninh Binh,2016-10-09,Female,55+,paid_search
31370,48748,Ninh Binh,2016-02-14,Male,25-34,social_media
31371,48748,Ninh Binh,2021-01-31,Female,25-34,organic_search
31372,48748,Ninh Binh,2014-04-01,Female,35-44,referral
31373,48749,Hanoi,2018-07-08,Female,25-34,organic_search
31374,48749,Hanoi,2019-11-14,Female,45-54,organic_search
31375,48749,Hanoi,2018-06-10,Female,25-34,social_media
31376,48749,Hanoi,2022-10-28,Male,25-34,paid_search
31378,48750,Lao Cai,2021-11-27,Male,55+,social_media
31379,48750,Lao Cai,2022-05-04,Male,35-44,paid_search
31380,48750,Lao Cai,2022-09-30,Female,18-24,organic_search
31381,48750,Lao Cai,2021-06-20,Non-binary,18-24,organic_search
31382,48750,Lao Cai,2016-09-23,Female,25-34,social_media
31383,48754,Viet Tri,2014-05-02,Non-binary,18-24,paid_search
31384,48754,Viet Tri,2015-04-16,Female,25-34,email_campaign
31387,48754,Viet Tri,2019-02-09,Male,45-54,referral
31388,48755,Hanoi,2018-11-27,Female,45-54,social_media
31389,48755,Hanoi,2020-11-17,Male,45-54,email_campaign
31391,48755,Hanoi,2015-12-07,Non-binary,35-44,email_campaign
31392,48755,Hanoi,2021-09-27,Male,25-34,email_campaign
31393,48756,Thai Nguyen,2017-06-17,Female,35-44,social_media
31394,48756,Thai Nguyen,2019-10-28,Male,55+,paid_search
31395,48756,Thai Nguyen,2019-07-23,Female,18-24,referral
31396,48756,Thai Nguyen,2018-03-25,Male,35-44,organic_search
31398,48757,Nam Dinh,2017-08-21,Male,25-34,paid_search
31399,48757,Nam Dinh,2018-02-08,Male,45-54,social_media
31400,48757,Nam Dinh,2019-01-11,Male,35-44,referral
31401,48757,Nam Dinh,2022-07-10,Male,25-34,paid_search
31402,48757,Nam Dinh,2019-08-04,Male,35-44,email_campaign
31403,48758,Son Tay,2018-11-18,Male,25-34,social_media
31404,48758,Son Tay,2020-07-13,Female,18-24,social_media
31406,48758,Son Tay,2012-09-07,Male,55+,social_media
31409,48759,Cam Pha,2016-04-30,Male,18-24,direct
31410,48759,Cam Pha,2022-12-23,Female,18-24,paid_search
31411,48759,Cam Pha,2018-06-03,Non-binary,18-24,referral
31412,48759,Cam Pha,2020-05-24,Male,18-24,organic_search
31413,48760,Thai Nguyen,2020-05-18,Female,18-24,organic_search
31414,48760,Thai Nguyen,2021-12-31,Female,35-44,referral
31415,48760,Thai Nguyen,2016-10-17,Female,18-24,organic_search
31417,48760,Thai Nguyen,2013-04-22,Male,35-44,organic_search
31419,48761,Nam Dinh,2018-06-30,Male,25-34,organic_search
31420,48761,Nam Dinh,2015-02-09,Female,18-24,organic_search
31422,48761,Nam Dinh,2019-04-21,Male,25-34,organic_search
31423,48762,Cam Pha,2022-06-17,Female,25-34,social_media
31424,48762,Cam Pha,2021-11-11,Female,35-44,social_media
31425,48762,Cam Pha,2021-04-15,Non-binary,25-34,email_campaign
31426,48762,Cam Pha,2022-04-23,Female,18-24,direct
31430,48763,Hanoi,2021-11-26,Female,35-44,paid_search
31431,48763,Hanoi,2021-05-26,Male,25-34,organic_search
31432,48763,Hanoi,2020-07-30,Female,35-44,direct
31433,48766,Uong Bi,2020-05-18,Male,35-44,organic_search
31435,48766,Uong Bi,2021-03-07,Female,35-44,paid_search
31436,48766,Uong Bi,2019-09-19,Male,25-34,paid_search
31437,48766,Uong Bi,2016-02-15,Female,25-34,organic_search
31438,48767,Viet Tri,2019-09-11,Female,45-54,paid_search
31439,48767,Viet Tri,2020-05-03,Male,35-44,paid_search
31440,48767,Viet Tri,2014-05-29,Female,35-44,direct
31441,48767,Viet Tri,2021-09-19,Female,35-44,paid_search
31442,48767,Viet Tri,2020-10-13,Male,18-24,email_campaign
31443,48768,Bac Giang,2022-10-01,Female,45-54,organic_search
31445,48768,Bac Giang,2022-12-31,Male,35-44,social_media
31446,48768,Bac Giang,2018-02-12,Female,45-54,paid_search
31447,48768,Bac Giang,2022-12-03,Male,55+,email_campaign
31448,48770,Hai Phong,2015-04-19,Female,25-34,direct
31449,48770,Hai Phong,2014-12-31,Male,55+,paid_search
31450,48770,Hai Phong,2019-05-15,Male,25-34,email_campaign
31451,48770,Hai Phong,2019-07-15,Male,35-44,referral
31453,48801,Ninh Binh,2015-08-19,Male,25-34,organic_search
31454,48801,Ninh Binh,2019-09-11,Male,45-54,organic_search
31455,48801,Ninh Binh,2022-12-17,Male,35-44,paid_search
31456,48801,Ninh Binh,2017-06-11,Female,55+,organic_search
31457,48801,Ninh Binh,2022-08-03,Male,35-44,direct
31458,48802,Ha Long,2015-05-27,Female,25-34,social_media
31459,48802,Ha Long,2021-08-05,Male,45-54,social_media
31461,48802,Ha Long,2019-09-01,Female,55+,social_media
31462,48802,Ha Long,2022-01-11,Male,25-34,social_media
31463,48804,Ha Long,2014-02-06,Female,45-54,organic_search
31464,48804,Ha Long,2021-09-13,Female,25-34,referral
31466,48804,Ha Long,2022-08-17,Male,35-44,paid_search
31467,48804,Ha Long,2014-08-10,Male,35-44,organic_search
31468,48806,Ninh Binh,2019-05-28,Female,55+,organic_search
31469,48806,Ninh Binh,2022-08-03,Male,55+,paid_search
31470,48806,Ninh Binh,2021-12-01,Male,55+,referral
31475,48807,Hai Phong,2019-03-25,Female,35-44,paid_search
31476,48807,Hai Phong,2017-08-19,Male,25-34,email_campaign
31478,48808,Uong Bi,2020-07-18,Male,45-54,organic_search
31479,48808,Uong Bi,2022-03-09,Non-binary,55+,organic_search
31483,48809,Son Tay,2013-01-13,Female,25-34,paid_search
31484,48809,Son Tay,2018-05-23,Male,35-44,paid_search
31485,48809,Son Tay,2017-04-23,Female,18-24,social_media
31486,48809,Son Tay,2013-05-26,Female,35-44,organic_search
31487,48809,Son Tay,2021-03-03,Female,55+,organic_search
31488,48811,Uong Bi,2022-01-23,Male,35-44,social_media
31489,48811,Uong Bi,2020-02-27,Female,18-24,organic_search
31490,48811,Uong Bi,2022-02-05,Female,18-24,paid_search
31491,48811,Uong Bi,2022-08-13,Female,25-34,organic_search
31492,48811,Uong Bi,2020-05-22,Male,25-34,paid_search
31493,48813,Ha Long,2021-07-12,Male,45-54,email_campaign
31495,48813,Ha Long,2020-01-06,Female,35-44,referral
31496,48813,Ha Long,2022-11-24,Female,18-24,email_campaign
31499,48815,Hanoi,2022-02-19,Male,25-34,paid_search
31502,48815,Hanoi,2015-03-12,Female,18-24,social_media
31503,48817,Son Tay,2021-05-13,Male,25-34,email_campaign
31504,48817,Son Tay,2020-12-13,Non-binary,35-44,social_media
31506,48817,Son Tay,2022-10-01,Female,35-44,paid_search
31507,48817,Son Tay,2014-01-15,Female,55+,email_campaign
31508,48818,Ha Long,2021-09-25,Male,45-54,paid_search
31510,48818,Ha Long,2017-11-15,Male,25-34,referral
31512,48818,Ha Long,2021-08-01,Female,45-54,organic_search
31513,48819,Hanoi,2015-04-09,Male,35-44,social_media
31514,48819,Hanoi,2018-08-07,Male,25-34,social_media
31515,48819,Hanoi,2021-06-15,Male,18-24,email_campaign
31517,48819,Hanoi,2015-04-02,Male,25-34,paid_search
31518,48820,Ninh Binh,2020-07-19,Male,45-54,organic_search
31519,48820,Ninh Binh,2014-10-11,Male,35-44,social_media
31520,48820,Ninh Binh,2017-07-18,Male,35-44,paid_search
31521,48820,Ninh Binh,2016-08-13,Male,25-34,organic_search
31522,48820,Ninh Binh,2022-05-21,Male,18-24,paid_search
31523,48821,Bac Ninh,2022-03-17,Female,55+,social_media
31524,48821,Bac Ninh,2021-01-29,Male,25-34,social_media
31525,48821,Bac Ninh,2019-05-06,Male,25-34,social_media
31527,48821,Bac Ninh,2022-03-21,Male,35-44,direct
31528,48822,Thai Nguyen,2022-05-21,Female,35-44,paid_search
31529,48822,Thai Nguyen,2020-06-30,Non-binary,25-34,organic_search
31533,48823,Phu Ly,2015-08-24,Female,25-34,social_media
31534,48823,Phu Ly,2022-03-29,Male,25-34,paid_search
31535,48823,Phu Ly,2020-07-08,Female,35-44,organic_search
31536,48823,Phu Ly,2022-06-10,Male,45-54,social_media
31537,48823,Phu Ly,2020-11-24,Male,18-24,organic_search
31539,48825,Lao Cai,2015-12-22,Female,45-54,social_media
31540,48825,Lao Cai,2021-05-20,Female,35-44,organic_search
31541,48825,Lao Cai,2020-03-03,Male,25-34,organic_search
31542,48825,Lao Cai,2022-02-15,Female,35-44,paid_search
31543,48827,Viet Tri,2022-09-20,Female,55+,paid_search
31545,48827,Viet Tri,2018-12-02,Male,25-34,direct
31546,48827,Viet Tri,2014-02-09,Female,35-44,email_campaign
31547,48827,Viet Tri,2020-10-04,Female,55+,social_media
31548,48829,Lao Cai,2017-08-17,Male,25-34,organic_search
31549,48829,Lao Cai,2019-01-20,Female,25-34,organic_search
31550,48829,Lao Cai,2021-08-22,Male,35-44,email_campaign
31551,48829,Lao Cai,2019-10-24,Male,35-44,organic_search
31553,48831,Nam Dinh,2022-05-09,Female,45-54,direct
31556,48831,Nam Dinh,2016-11-01,Female,35-44,social_media
31557,48831,Nam Dinh,2019-06-11,Female,45-54,email_campaign
31561,48832,Son Tay,2019-08-04,Male,35-44,referral
31562,48832,Son Tay,2018-02-17,Male,55+,email_campaign
31566,48833,Nam Dinh,2022-03-06,Female,35-44,organic_search
31568,48834,Hanoi,2022-09-07,Male,18-24,email_campaign
31570,48834,Hanoi,2021-10-05,Male,25-34,organic_search
31571,48834,Hanoi,2019-06-02,Female,55+,organic_search
31572,48834,Hanoi,2014-10-08,Male,35-44,referral
31573,48835,Uong Bi,2019-06-22,Female,25-34,email_campaign
31574,48835,Uong Bi,2020-02-23,Female,45-54,social_media
31575,48835,Uong Bi,2022-10-21,Male,25-34,email_campaign
31577,48835,Uong Bi,2022-08-16,Female,45-54,social_media
31578,48836,Son Tay,2020-01-25,Male,25-34,social_media
31579,48836,Son Tay,2020-08-06,Female,35-44,paid_search
31580,48836,Son Tay,2019-07-15,Female,18-24,email_campaign
31581,48836,Son Tay,2016-05-07,Female,18-24,paid_search
31582,48836,Son Tay,2016-07-11,Female,35-44,paid_search
31583,48837,Hai Phong,2016-03-17,Male,45-54,social_media
31584,48837,Hai Phong,2022-08-28,Female,18-24,social_media
31585,48837,Hai Phong,2018-05-28,Male,45-54,referral
31586,48837,Hai Phong,2020-05-19,Female,45-54,paid_search
31588,48838,Ninh Binh,2020-10-31,Female,35-44,referral
31589,48838,Ninh Binh,2021-09-28,Female,35-44,email_campaign
31590,48838,Ninh Binh,2019-08-25,Female,55+,organic_search
31593,48840,Ninh Binh,2022-03-17,Female,25-34,organic_search
31595,48840,Ninh Binh,2022-02-11,Male,35-44,paid_search
31596,48840,Ninh Binh,2018-12-06,Female,55+,organic_search
31597,48840,Ninh Binh,2021-02-28,Female,55+,paid_search
31598,48841,Son Tay,2019-08-21,Male,55+,organic_search
31599,48841,Son Tay,2021-09-20,Male,45-54,social_media
31600,48841,Son Tay,2021-08-09,Male,35-44,referral
31601,48841,Son Tay,2022-11-02,Male,25-34,social_media
31602,48841,Son Tay,2017-04-09,Male,55+,social_media
31603,48842,Bac Ninh,2016-10-04,Female,18-24,paid_search
31604,48842,Bac Ninh,2014-05-21,Male,45-54,paid_search
31605,48842,Bac Ninh,2015-07-20,Male,35-44,email_campaign
31606,48842,Bac Ninh,2017-08-07,Female,25-34,organic_search
31607,48842,Bac Ninh,2022-06-09,Male,45-54,paid_search
31609,48843,Nam Dinh,2020-02-28,Female,25-34,paid_search
31610,48843,Nam Dinh,2021-07-03,Female,25-34,organic_search
31611,48843,Nam Dinh,2016-10-29,Female,55+,referral
31613,48844,Cam Pha,2016-03-10,Male,25-34,paid_search
31614,48844,Cam Pha,2015-09-27,Female,45-54,social_media
31615,48844,Cam Pha,2020-02-09,Female,35-44,email_campaign
31616,48844,Cam Pha,2021-07-25,Female,45-54,organic_search
31617,48844,Cam Pha,2017-06-11,Female,45-54,referral
31618,48845,Hai Phong,2019-08-09,Female,45-54,organic_search
31619,48845,Hai Phong,2022-04-18,Male,25-34,paid_search
31620,48845,Hai Phong,2017-10-09,Male,45-54,direct
31621,48845,Hai Phong,2015-06-18,Female,35-44,organic_search
31622,48845,Hai Phong,2022-12-06,Female,45-54,organic_search
31623,48846,Ninh Binh,2020-08-24,Male,55+,referral
31624,48846,Ninh Binh,2017-10-28,Female,25-34,social_media
31625,48846,Ninh Binh,2019-02-01,Female,25-34,paid_search
31626,48846,Ninh Binh,2019-11-04,Female,18-24,referral
31627,48846,Ninh Binh,2016-07-23,Female,25-34,social_media
31629,48847,Viet Tri,2022-08-20,Female,25-34,social_media
31630,48847,Viet Tri,2020-08-21,Female,35-44,social_media
31631,48847,Viet Tri,2018-01-11,Female,25-34,email_campaign
31632,48847,Viet Tri,2019-03-07,Female,45-54,organic_search
31633,48848,Bac Giang,2019-03-15,Female,45-54,referral
31634,48848,Bac Giang,2020-02-20,Female,45-54,organic_search
31635,48848,Bac Giang,2017-03-09,Female,35-44,referral
31636,48848,Bac Giang,2016-08-12,Female,45-54,organic_search
31637,48848,Bac Giang,2022-04-10,Female,35-44,email_campaign
31640,48849,Cam Pha,2018-04-20,Male,18-24,referral
31641,48849,Cam Pha,2020-11-16,Female,18-24,referral
