order_id,ship_date,delivery_date,shipping_fee
166673,2014-04-16,2014-04-23,2.62
166674,2014-04-17,2014-04-20,1.38
166675,2014-04-18,2014-04-23,0.21
166676,2014-04-19,2014-04-22,2.97
166677,2014-04-15,2014-04-22,1.45
166678,2014-04-15,2014-04-21,0.57
166679,2014-04-17,2014-04-22,0.91
166680,2014-04-16,2014-04-18,2.56
166682,2014-04-17,2014-04-20,0.82
166684,2014-04-18,2014-04-24,2.94
166687,2014-04-15,2014-04-17,0.74
166688,2014-04-16,2014-04-23,26.08
166690,2014-04-14,2014-04-20,0.95
166692,2014-04-16,2014-04-18,2.05
166693,2014-04-13,2014-04-15,1.67
166694,2014-04-18,2014-04-21,1.58
166695,2014-04-18,2014-04-25,2.77
166696,2014-04-17,2014-04-21,1.06
166698,2014-04-16,2014-04-19,26.07
166699,2014-04-17,2014-04-21,2.73
166700,2014-04-14,2014-04-16,1.08
166702,2014-04-18,2014-04-21,24.79
166705,2014-04-15,2014-04-20,2.04
166707,2014-04-17,2014-04-19,19.29
166708,2014-04-15,2014-04-19,31.66
166710,2014-04-19,2014-04-26,0.42
166711,2014-04-20,2014-04-22,0.68
166712,2014-04-14,2014-04-19,1.1
166713,2014-04-17,2014-04-23,2.57
166714,2014-04-20,2014-04-27,24.71
166715,2014-04-16,2014-04-21,30.48
166716,2014-04-15,2014-04-21,2.38
166718,2014-04-17,2014-04-21,2.85
166719,2014-04-17,2014-04-21,0.93
166721,2014-04-15,2014-04-21,27.02
166723,2014-04-17,2014-04-24,1.08
166727,2014-04-18,2014-04-23,1.52
166728,2014-04-17,2014-04-22,30.13
166730,2014-04-18,2014-04-25,27.38
166731,2014-04-14,2014-04-16,31.98
166732,2014-04-16,2014-04-20,0.44
166735,2014-04-14,2014-04-20,0.53
166737,2014-04-16,2014-04-18,1.68
166738,2014-04-19,2014-04-25,0.66
166741,2014-04-16,2014-04-23,1.31
166743,2014-04-16,2014-04-19,1.55
166745,2014-04-15,2014-04-22,2.37
166747,2014-04-14,2014-04-16,2.11
166750,2014-04-15,2014-04-21,1.26
166752,2014-04-13,2014-04-20,0.47
166753,2014-04-14,2014-04-19,1.93
166754,2014-04-15,2014-04-20,2.08
166755,2014-04-17,2014-04-22,1.12
166756,2014-04-13,2014-04-17,0.92
166757,2014-04-17,2014-04-24,0.97
166758,2014-04-17,2014-04-24,2.38
166759,2014-04-13,2014-04-20,30.03
166761,2014-04-16,2014-04-21,0.83
166762,2014-04-19,2014-04-25,0.17
166765,2014-04-15,2014-04-22,1.0
166766,2014-04-16,2014-04-23,0.56
166767,2014-04-14,2014-04-18,0.66
166768,2014-04-16,2014-04-20,28.04
166769,2014-04-17,2014-04-20,1.01
166770,2014-04-17,2014-04-20,1.78
166771,2014-04-13,2014-04-19,31.25
166773,2014-04-18,2014-04-22,2.45
166774,2014-04-15,2014-04-17,1.61
166775,2014-04-16,2014-04-23,0.45
166776,2014-04-18,2014-04-21,2.36
166777,2014-04-19,2014-04-24,1.77
166779,2014-04-15,2014-04-17,1.04
166780,2014-04-18,2014-04-20,1.03
166781,2014-04-18,2014-04-21,25.92
166783,2014-04-14,2014-04-21,1.86
166784,2014-04-17,2014-04-24,0.39
166785,2014-04-20,2014-04-24,23.5
166787,2014-04-19,2014-04-26,1.76
166789,2014-04-16,2014-04-20,30.9
166790,2014-04-16,2014-04-20,0.79
166791,2014-04-14,2014-04-21,0.82
166792,2014-04-19,2014-04-24,1.77
166793,2014-04-14,2014-04-17,1.91
166797,2014-04-17,2014-04-24,0.13
166798,2014-04-18,2014-04-22,0.29
166799,2014-04-18,2014-04-21,2.99
166800,2014-04-17,2014-04-22,29.34
166801,2014-04-16,2014-04-18,0.36
166802,2014-04-13,2014-04-19,0.98
166803,2014-04-17,2014-04-21,1.42
166804,2014-04-15,2014-04-22,29.4
166805,2014-04-18,2014-04-22,1.75
166807,2014-04-16,2014-04-23,1.83
166809,2014-04-15,2014-04-22,1.62
166810,2014-04-20,2014-04-23,2.95
166811,2014-04-19,2014-04-22,2.16
166812,2014-04-18,2014-04-23,30.06
166813,2014-04-15,2014-04-21,25.87
166815,2014-04-17,2014-04-22,0.57
166816,2014-04-19,2014-04-21,1.99
166818,2014-04-19,2014-04-22,2.09
166819,2014-04-17,2014-04-22,1.05
166820,2014-04-19,2014-04-26,1.33
166821,2014-04-17,2014-04-21,0.64
166822,2014-04-15,2014-04-21,1.44
166823,2014-04-19,2014-04-26,0.24
166824,2014-04-16,2014-04-22,1.21
166826,2014-04-18,2014-04-23,2.9
166828,2014-04-17,2014-04-24,0.65
166829,2014-04-19,2014-04-21,0.61
166830,2014-04-18,2014-04-20,1.36
166835,2014-04-17,2014-04-24,1.22
166837,2014-04-18,2014-04-23,31.51
166840,2014-04-16,2014-04-19,1.57
166841,2014-04-15,2014-04-19,1.13
166842,2014-04-16,2014-04-18,1.77
166844,2014-04-16,2014-04-19,1.4
166846,2014-04-16,2014-04-19,1.09
166849,2014-04-17,2014-04-22,0.97
166850,2014-04-19,2014-04-25,2.39
166855,2014-04-14,2014-04-16,30.17
166856,2014-04-15,2014-04-17,25.15
166857,2014-04-18,2014-04-21,0.76
166858,2014-04-13,2014-04-16,2.06
166859,2014-04-17,2014-04-24,2.66
166860,2014-04-16,2014-04-22,1.56
166861,2014-04-14,2014-04-21,2.97
166862,2014-04-15,2014-04-20,0.86
166863,2014-04-17,2014-04-20,2.29
166864,2014-04-14,2014-04-17,1.39
166872,2014-04-19,2014-04-24,0.15
166874,2014-04-16,2014-04-19,0.22
166876,2014-04-16,2014-04-19,0.14
166877,2014-04-13,2014-04-18,2.5
166879,2014-04-20,2014-04-25,1.94
166880,2014-04-14,2014-04-20,1.18
166881,2014-04-14,2014-04-20,2.57
166883,2014-04-20,2014-04-23,0.84
166884,2014-04-16,2014-04-18,30.14
166887,2014-04-16,2014-04-20,0.41
166888,2014-04-15,2014-04-17,1.34
166890,2014-04-17,2014-04-20,1.82
166891,2014-04-17,2014-04-24,2.46
166892,2014-04-19,2014-04-25,1.22
166894,2014-04-17,2014-04-23,2.54
166896,2014-04-16,2014-04-21,24.66
166897,2014-04-16,2014-04-21,0.55
166898,2014-04-19,2014-04-25,1.72
166899,2014-04-17,2014-04-24,1.41
166901,2014-04-18,2014-04-21,0.74
166902,2014-04-17,2014-04-19,2.15
166903,2014-04-19,2014-04-24,1.83
166904,2014-04-16,2014-04-23,0.76
166905,2014-04-14,2014-04-16,1.25
166907,2014-04-18,2014-04-20,2.69
166909,2014-04-17,2014-04-24,2.73
166910,2014-04-17,2014-04-20,1.29
166914,2014-04-19,2014-04-22,1.85
166915,2014-04-13,2014-04-17,2.32
166916,2014-04-14,2014-04-18,0.49
166919,2014-04-15,2014-04-20,1.13
166921,2014-04-17,2014-04-23,2.69
166922,2014-04-16,2014-04-20,0.56
166923,2014-04-18,2014-04-22,0.86
166925,2014-04-17,2014-04-20,0.75
166927,2014-04-17,2014-04-20,1.29
166928,2014-04-15,2014-04-22,0.55
166929,2014-04-18,2014-04-22,1.93
166934,2014-04-14,2014-04-16,0.61
166937,2014-04-17,2014-04-19,0.8
166941,2014-04-15,2014-04-18,0.43
166945,2014-04-16,2014-04-18,2.68
166946,2014-04-16,2014-04-19,1.87
166947,2014-04-16,2014-04-23,1.06
166948,2014-04-17,2014-04-22,1.75
166949,2014-04-13,2014-04-16,0.75
166950,2014-04-15,2014-04-22,0.3
166952,2014-04-19,2014-04-26,0.61
166953,2014-04-16,2014-04-22,2.52
166954,2014-04-13,2014-04-15,0.65
166955,2014-04-15,2014-04-18,1.74
166957,2014-04-15,2014-04-20,1.66
166958,2014-04-16,2014-04-22,2.64
166960,2014-04-17,2014-04-24,1.85
166961,2014-04-18,2014-04-20,0.79
166962,2014-04-16,2014-04-20,0.96
166963,2014-04-15,2014-04-21,31.14
166964,2014-04-17,2014-04-19,23.82
166966,2014-04-16,2014-04-22,31.6
166967,2014-04-20,2014-04-23,29.99
166968,2014-04-18,2014-04-25,31.33
166972,2014-04-18,2014-04-22,0.74
166973,2014-04-14,2014-04-20,1.41
166974,2014-04-17,2014-04-24,1.07
166975,2014-04-15,2014-04-19,2.32
166976,2014-04-15,2014-04-17,28.08
166977,2014-04-16,2014-04-19,1.41
166980,2014-04-16,2014-04-19,0.62
166981,2014-04-16,2014-04-19,0.62
166982,2014-04-17,2014-04-21,0.1
166983,2014-04-17,2014-04-22,2.92
166984,2014-04-16,2014-04-18,2.92
166985,2014-04-17,2014-04-22,1.94
166986,2014-04-18,2014-04-23,1.16
166988,2014-04-16,2014-04-18,2.36
166989,2014-04-19,2014-04-21,23.35
166990,2014-04-19,2014-04-25,2.26
166991,2014-04-17,2014-04-19,1.17
166992,2014-04-15,2014-04-17,2.15
166993,2014-04-16,2014-04-19,1.17
166994,2014-04-19,2014-04-26,1.4
166995,2014-04-17,2014-04-19,2.14
166997,2014-04-17,2014-04-21,0.98
167000,2014-04-15,2014-04-21,0.07
167001,2014-04-20,2014-04-22,0.18
167002,2014-04-18,2014-04-20,1.78
167008,2014-04-19,2014-04-24,2.63
167010,2014-04-17,2014-04-19,0.5
167011,2014-04-14,2014-04-21,0.67
167014,2014-04-15,2014-04-18,2.77
167015,2014-04-13,2014-04-17,2.39
167016,2014-04-15,2014-04-18,1.46
167017,2014-04-17,2014-04-21,2.81
167018,2014-04-17,2014-04-19,1.14
167020,2014-04-13,2014-04-18,0.87
167021,2014-04-19,2014-04-26,29.54
167022,2014-04-13,2014-04-18,28.17
167025,2014-04-16,2014-04-21,2.81
167026,2014-04-15,2014-04-21,0.71
167028,2014-04-18,2014-04-23,2.12
167030,2014-04-15,2014-04-18,2.81
167031,2014-04-14,2014-04-20,28.73
167033,2014-04-16,2014-04-21,2.62
167034,2014-04-16,2014-04-20,30.59
167036,2014-04-17,2014-04-20,27.03
167037,2014-04-16,2014-04-22,24.94
167038,2014-04-16,2014-04-18,25.14
167041,2014-04-20,2014-04-24,0.32
167049,2014-04-15,2014-04-17,0.62
167055,2014-04-18,2014-04-22,1.96
167056,2014-04-16,2014-04-20,25.3
167057,2014-04-15,2014-04-22,0.31
167059,2014-04-19,2014-04-22,23.26
167060,2014-04-17,2014-04-21,1.25
167062,2014-04-14,2014-04-16,0.04
167064,2014-04-18,2014-04-24,23.27
167065,2014-04-16,2014-04-20,2.58
167066,2014-04-19,2014-04-22,1.46
167067,2014-04-18,2014-04-23,2.03
167072,2014-04-20,2014-04-24,0.98
167074,2014-04-14,2014-04-18,1.77
167075,2014-04-20,2014-04-22,2.61
167076,2014-04-14,2014-04-21,2.76
167078,2014-04-17,2014-04-19,2.0
167079,2014-04-17,2014-04-23,1.34
167080,2014-04-19,2014-04-24,2.57
167081,2014-04-14,2014-04-16,2.61
167086,2014-04-18,2014-04-20,1.1
167087,2014-04-15,2014-04-21,0.04
167088,2014-04-17,2014-04-23,2.28
167089,2014-04-18,2014-04-25,1.87
167090,2014-04-20,2014-04-26,0.9
167092,2014-04-17,2014-04-19,0.55
167093,2014-04-15,2014-04-19,0.44
167094,2014-04-14,2014-04-16,0.63
167095,2014-04-19,2014-04-26,1.89
167096,2014-04-14,2014-04-21,2.02
167098,2014-04-18,2014-04-22,1.46
167100,2014-04-16,2014-04-22,1.06
167102,2014-04-18,2014-04-22,0.54
167104,2014-04-16,2014-04-18,2.5
167105,2014-04-17,2014-04-23,2.42
167106,2014-04-15,2014-04-20,2.43
167108,2014-04-17,2014-04-23,1.81
167109,2014-04-16,2014-04-19,0.8
167113,2014-04-16,2014-04-21,1.74
167115,2014-04-19,2014-04-21,0.02
167116,2014-04-17,2014-04-24,1.05
167117,2014-04-15,2014-04-19,2.54
167118,2014-04-20,2014-04-23,1.08
167119,2014-04-14,2014-04-18,2.8
167120,2014-04-18,2014-04-22,2.22
167123,2014-04-18,2014-04-23,0.36
167124,2014-04-19,2014-04-25,1.46
167125,2014-04-15,2014-04-20,0.72
167126,2014-04-20,2014-04-24,0.31
167127,2014-04-20,2014-04-25,1.27
167128,2014-04-20,2014-04-22,0.01
167131,2014-04-15,2014-04-17,2.63
167132,2014-04-17,2014-04-21,2.6
167134,2014-04-17,2014-04-23,27.39
167135,2014-04-19,2014-04-23,28.32
167138,2014-04-16,2014-04-21,1.48
167139,2014-04-17,2014-04-21,1.97
167144,2014-04-15,2014-04-18,0.29
167146,2014-04-21,2014-04-28,2.32
167147,2014-04-16,2014-04-19,2.43
167148,2014-04-15,2014-04-22,2.39
167149,2014-04-19,2014-04-25,31.53
167151,2014-04-20,2014-04-25,1.94
167152,2014-04-18,2014-04-25,0.17
167155,2014-04-15,2014-04-18,0.58
167157,2014-04-16,2014-04-18,2.06
167158,2014-04-15,2014-04-17,0.18
167159,2014-04-19,2014-04-23,0.83
167161,2014-04-19,2014-04-24,1.09
167162,2014-04-20,2014-04-23,2.26
167164,2014-04-15,2014-04-17,2.66
167166,2014-04-17,2014-04-23,1.84
167167,2014-04-16,2014-04-23,1.51
167169,2014-04-18,2014-04-22,1.28
167171,2014-04-17,2014-04-20,0.96
167174,2014-04-20,2014-04-27,0.36
167178,2014-04-20,2014-04-27,2.77
167179,2014-04-15,2014-04-17,1.15
167180,2014-04-19,2014-04-26,2.71
167186,2014-04-18,2014-04-21,0.15
167187,2014-04-14,2014-04-17,2.02
167188,2014-04-16,2014-04-18,0.65
167189,2014-04-17,2014-04-19,31.12
167190,2014-04-16,2014-04-20,24.82
167191,2014-04-17,2014-04-21,24.41
167192,2014-04-17,2014-04-24,1.16
167194,2014-04-16,2014-04-18,2.85
167195,2014-04-14,2014-04-19,2.4
167196,2014-04-15,2014-04-18,0.13
167197,2014-04-20,2014-04-26,1.62
167198,2014-04-19,2014-04-23,2.45
167199,2014-04-18,2014-04-21,2.17
167200,2014-04-18,2014-04-23,2.3
167201,2014-04-17,2014-04-20,2.25
167202,2014-04-18,2014-04-24,0.21
167204,2014-04-21,2014-04-25,2.44
167206,2014-04-18,2014-04-25,1.31
167207,2014-04-16,2014-04-18,0.85
167209,2014-04-19,2014-04-26,0.64
167210,2014-04-17,2014-04-22,1.8
167211,2014-04-18,2014-04-22,1.6
167213,2014-04-15,2014-04-20,1.62
167214,2014-04-16,2014-04-22,0.76
167216,2014-04-17,2014-04-22,2.57
167218,2014-04-18,2014-04-22,0.32
167219,2014-04-18,2014-04-24,1.08
167221,2014-04-17,2014-04-24,25.62
167222,2014-04-16,2014-04-23,29.06
167223,2014-04-19,2014-04-22,1.6
167225,2014-04-17,2014-04-20,2.11
167228,2014-04-14,2014-04-17,0.91
167229,2014-04-20,2014-04-25,2.44
167230,2014-04-16,2014-04-20,0.35
167231,2014-04-18,2014-04-24,2.94
167232,2014-04-18,2014-04-21,0.46
167234,2014-04-19,2014-04-26,0.52
167236,2014-04-19,2014-04-21,0.46
167237,2014-04-20,2014-04-26,31.68
167238,2014-04-15,2014-04-21,24.58
167239,2014-04-19,2014-04-24,0.11
167243,2014-04-14,2014-04-18,1.16
167245,2014-04-18,2014-04-25,0.11
167247,2014-04-17,2014-04-20,0.49
167248,2014-04-20,2014-04-26,1.24
167249,2014-04-15,2014-04-20,1.81
167250,2014-04-17,2014-04-23,2.91
167253,2014-04-14,2014-04-19,0.9
167254,2014-04-17,2014-04-24,2.56
167255,2014-04-18,2014-04-22,2.82
167256,2014-04-18,2014-04-23,1.12
167257,2014-04-18,2014-04-22,2.47
167258,2014-04-14,2014-04-17,1.12
167259,2014-04-16,2014-04-21,1.28
167260,2014-04-17,2014-04-21,0.85
167262,2014-04-18,2014-04-24,26.57
167263,2014-04-18,2014-04-23,2.48
167265,2014-04-19,2014-04-22,29.4
167267,2014-04-16,2014-04-19,2.82
167269,2014-04-16,2014-04-23,2.91
167270,2014-04-16,2014-04-22,28.89
167272,2014-04-21,2014-04-25,2.12
167273,2014-04-14,2014-04-19,0.28
167275,2014-04-16,2014-04-19,30.19
167276,2014-04-20,2014-04-27,1.55
167277,2014-04-18,2014-04-25,0.14
167279,2014-04-16,2014-04-22,0.7
167280,2014-04-18,2014-04-24,2.85
167281,2014-04-19,2014-04-21,1.54
167282,2014-04-20,2014-04-25,1.16
167283,2014-04-18,2014-04-20,0.77
167285,2014-04-20,2014-04-27,2.5
167287,2014-04-17,2014-04-24,1.28
167289,2014-04-18,2014-04-21,25.15
167290,2014-04-15,2014-04-18,25.38
167291,2014-04-18,2014-04-25,0.02
167292,2014-04-19,2014-04-25,1.85
167294,2014-04-18,2014-04-25,1.29
167295,2014-04-17,2014-04-22,2.83
167296,2014-04-20,2014-04-25,1.97
167297,2014-04-20,2014-04-26,0.17
167299,2014-04-18,2014-04-22,0.5
167300,2014-04-18,2014-04-25,0.12
167301,2014-04-18,2014-04-22,25.39
167302,2014-04-21,2014-04-27,0.31
167303,2014-04-19,2014-04-23,0.57
167304,2014-04-20,2014-04-27,2.17
167305,2014-04-18,2014-04-20,2.56
167308,2014-04-18,2014-04-24,0.31
167309,2014-04-16,2014-04-20,0.65
167310,2014-04-20,2014-04-25,2.23
167311,2014-04-21,2014-04-26,1.41
167314,2014-04-21,2014-04-24,24.89
167316,2014-04-21,2014-04-26,0.62
167317,2014-04-16,2014-04-20,2.85
167319,2014-04-15,2014-04-20,1.53
167320,2014-04-18,2014-04-21,1.27
167321,2014-04-18,2014-04-22,0.19
167322,2014-04-16,2014-04-22,0.42
167323,2014-04-17,2014-04-20,2.0
167324,2014-04-17,2014-04-20,1.82
167326,2014-04-19,2014-04-25,1.72
167328,2014-04-14,2014-04-20,1.14
167329,2014-04-18,2014-04-24,1.82
167330,2014-04-19,2014-04-24,1.76
167333,2014-04-19,2014-04-21,1.39
167334,2014-04-16,2014-04-23,1.18
167335,2014-04-17,2014-04-21,0.63
167338,2014-04-16,2014-04-21,0.77
167339,2014-04-17,2014-04-23,31.06
167340,2014-04-15,2014-04-21,1.13
167344,2014-04-18,2014-04-24,2.55
167346,2014-04-18,2014-04-24,28.9
167347,2014-04-18,2014-04-24,1.54
167348,2014-04-20,2014-04-22,26.97
167349,2014-04-20,2014-04-23,2.78
167350,2014-04-19,2014-04-25,1.0
167351,2014-04-18,2014-04-20,1.3
167353,2014-04-18,2014-04-22,2.89
167354,2014-04-17,2014-04-23,1.52
167356,2014-04-19,2014-04-26,0.99
167357,2014-04-15,2014-04-18,0.21
167359,2014-04-17,2014-04-20,0.75
167360,2014-04-18,2014-04-21,2.22
167361,2014-04-17,2014-04-20,1.19
167363,2014-04-20,2014-04-26,1.59
167365,2014-04-18,2014-04-25,1.31
167367,2014-04-14,2014-04-18,0.42
167368,2014-04-16,2014-04-22,1.17
167370,2014-04-20,2014-04-27,28.93
167371,2014-04-15,2014-04-20,0.74
167372,2014-04-17,2014-04-20,2.21
167373,2014-04-18,2014-04-23,0.7
167375,2014-04-20,2014-04-24,23.49
167376,2014-04-16,2014-04-19,0.25
167377,2014-04-14,2014-04-17,0.61
167378,2014-04-14,2014-04-17,0.53
167380,2014-04-17,2014-04-21,0.2
167382,2014-04-16,2014-04-21,1.64
167383,2014-04-15,2014-04-18,2.67
167386,2014-04-15,2014-04-22,0.16
167387,2014-04-20,2014-04-23,2.15
167388,2014-04-14,2014-04-16,2.9
167389,2014-04-21,2014-04-26,1.67
167390,2014-04-18,2014-04-24,2.17
167392,2014-04-16,2014-04-23,2.07
167393,2014-04-16,2014-04-18,2.84
167397,2014-04-14,2014-04-21,2.86
167398,2014-04-19,2014-04-25,1.13
167400,2014-04-17,2014-04-21,2.33
167401,2014-04-18,2014-04-24,2.37
167404,2014-04-16,2014-04-19,1.08
167406,2014-04-20,2014-04-25,0.52
167409,2014-04-17,2014-04-22,2.18
167410,2014-04-18,2014-04-23,0.76
167411,2014-04-14,2014-04-16,2.56
167412,2014-04-16,2014-04-23,25.75
167414,2014-04-18,2014-04-20,2.98
167415,2014-04-19,2014-04-21,2.29
167416,2014-04-19,2014-04-25,2.22
167419,2014-04-19,2014-04-22,1.68
167420,2014-04-15,2014-04-17,0.66
167424,2014-04-21,2014-04-24,1.7
167425,2014-04-17,2014-04-21,2.56
167426,2014-04-14,2014-04-18,2.8
167427,2014-04-19,2014-04-24,0.13
167428,2014-04-17,2014-04-23,0.34
167429,2014-04-17,2014-04-22,0.92
167432,2014-04-19,2014-04-23,26.82
167433,2014-04-19,2014-04-26,0.86
167434,2014-04-14,2014-04-19,2.63
167435,2014-04-17,2014-04-21,0.8
167436,2014-04-19,2014-04-22,0.71
167437,2014-04-16,2014-04-23,25.29
167438,2014-04-15,2014-04-17,1.01
167441,2014-04-19,2014-04-22,0.14
167442,2014-04-16,2014-04-22,31.05
167443,2014-04-18,2014-04-22,27.65
167444,2014-04-18,2014-04-25,24.25
167447,2014-04-16,2014-04-20,0.7
167448,2014-04-17,2014-04-22,2.17
167449,2014-04-19,2014-04-23,2.32
167452,2014-04-17,2014-04-20,24.77
167453,2014-04-20,2014-04-23,25.78
167454,2014-04-17,2014-04-23,28.59
167455,2014-04-15,2014-04-18,30.92
167459,2014-04-15,2014-04-20,0.2
167460,2014-04-21,2014-04-26,2.5
167462,2014-04-17,2014-04-23,30.47
167463,2014-04-18,2014-04-25,0.99
167464,2014-04-20,2014-04-23,0.95
167465,2014-04-17,2014-04-24,1.51
167466,2014-04-18,2014-04-22,2.76
167469,2014-04-17,2014-04-20,29.84
167470,2014-04-16,2014-04-19,22.57
167471,2014-04-16,2014-04-22,30.43
167472,2014-04-18,2014-04-20,2.41
167474,2014-04-18,2014-04-20,1.97
167475,2014-04-17,2014-04-19,1.43
167477,2014-04-15,2014-04-22,0.05
167480,2014-04-18,2014-04-24,0.49
167481,2014-04-16,2014-04-21,24.94
167483,2014-04-14,2014-04-17,2.43
167484,2014-04-19,2014-04-23,0.26
167485,2014-04-18,2014-04-23,1.25
167487,2014-04-20,2014-04-24,2.44
167488,2014-04-16,2014-04-21,2.01
167489,2014-04-18,2014-04-21,1.19
167490,2014-04-19,2014-04-22,26.0
167492,2014-04-18,2014-04-23,1.43
167493,2014-04-17,2014-04-19,2.95
167494,2014-04-19,2014-04-26,2.05
167495,2014-04-17,2014-04-23,0.29
167496,2014-04-19,2014-04-26,0.73
167497,2014-04-19,2014-04-23,0.72
167498,2014-04-16,2014-04-18,2.09
167501,2014-04-14,2014-04-20,1.66
167502,2014-04-15,2014-04-21,2.06
167503,2014-04-16,2014-04-22,29.16
167504,2014-04-18,2014-04-21,1.19
167505,2014-04-17,2014-04-21,23.14
167506,2014-04-17,2014-04-20,25.6
167507,2014-04-19,2014-04-25,0.28
167508,2014-04-19,2014-04-22,1.56
167512,2014-04-18,2014-04-21,0.44
167513,2014-04-17,2014-04-24,2.1
167514,2014-04-18,2014-04-24,2.58
167515,2014-04-17,2014-04-24,28.45
167516,2014-04-14,2014-04-16,2.87
167517,2014-04-18,2014-04-21,1.31
167518,2014-04-19,2014-04-22,0.33
167521,2014-04-17,2014-04-19,25.51
167522,2014-04-16,2014-04-18,1.07
167523,2014-04-16,2014-04-22,0.77
167525,2014-04-16,2014-04-18,1.22
167526,2014-04-19,2014-04-26,2.93
167528,2014-04-19,2014-04-25,1.26
167531,2014-04-19,2014-04-23,30.28
167534,2014-04-21,2014-04-25,24.37
167536,2014-04-19,2014-04-23,1.14
167537,2014-04-20,2014-04-26,2.32
167538,2014-04-19,2014-04-21,0.2
167540,2014-04-19,2014-04-24,2.27
167541,2014-04-17,2014-04-19,2.54
167545,2014-04-16,2014-04-20,0.6
167546,2014-04-17,2014-04-20,2.08
167547,2014-04-17,2014-04-19,29.79
167548,2014-04-18,2014-04-20,1.66
167549,2014-04-21,2014-04-24,1.06
167550,2014-04-20,2014-04-23,2.5
167551,2014-04-19,2014-04-24,0.8
167552,2014-04-16,2014-04-21,1.04
167554,2014-04-18,2014-04-20,0.09
167556,2014-04-22,2014-04-27,2.13
167559,2014-04-17,2014-04-21,2.48
167561,2014-04-16,2014-04-18,1.43
167562,2014-04-20,2014-04-24,28.17
167566,2014-04-18,2014-04-24,0.56
167567,2014-04-18,2014-04-25,27.55
167568,2014-04-15,2014-04-21,0.76
167570,2014-04-19,2014-04-22,1.87
167571,2014-04-19,2014-04-24,0.0
167572,2014-04-15,2014-04-19,1.99
167575,2014-04-19,2014-04-25,1.83
167577,2014-04-17,2014-04-20,0.81
167580,2014-04-19,2014-04-21,23.82
167581,2014-04-16,2014-04-19,1.73
167582,2014-04-16,2014-04-20,1.88
167583,2014-04-20,2014-04-26,28.01
167584,2014-04-18,2014-04-20,0.06
167587,2014-04-18,2014-04-22,1.32
167588,2014-04-19,2014-04-26,0.94
167589,2014-04-20,2014-04-23,2.95
167590,2014-04-16,2014-04-20,2.5
167591,2014-04-17,2014-04-20,0.06
167593,2014-04-18,2014-04-25,2.6
167595,2014-04-19,2014-04-21,24.36
167596,2014-04-15,2014-04-17,1.94
167598,2014-04-19,2014-04-22,0.04
167599,2014-04-16,2014-04-18,2.8
167600,2014-04-20,2014-04-25,2.43
167602,2014-04-17,2014-04-19,27.96
167603,2014-04-16,2014-04-20,2.36
167606,2014-04-15,2014-04-22,0.38
167607,2014-04-17,2014-04-21,0.84
167608,2014-04-16,2014-04-20,1.03
167609,2014-04-18,2014-04-23,2.61
167610,2014-04-16,2014-04-18,0.58
167611,2014-04-18,2014-04-23,2.03
167612,2014-04-20,2014-04-24,1.89
167614,2014-04-18,2014-04-24,1.71
167616,2014-04-16,2014-04-19,0.32
167617,2014-04-17,2014-04-20,27.31
167618,2014-04-17,2014-04-23,1.34
167621,2014-04-18,2014-04-22,2.58
167622,2014-04-20,2014-04-26,1.44
167623,2014-04-16,2014-04-18,0.92
167624,2014-04-18,2014-04-22,0.46
167625,2014-04-16,2014-04-19,0.61
167629,2014-04-17,2014-04-24,24.98
167630,2014-04-19,2014-04-22,2.9
167631,2014-04-16,2014-04-22,2.67
167633,2014-04-17,2014-04-23,0.24
167634,2014-04-20,2014-04-24,0.11
167636,2014-04-19,2014-04-24,1.93
167637,2014-04-21,2014-04-27,1.72
167639,2014-04-19,2014-04-24,2.25
167640,2014-04-21,2014-04-26,1.04
167641,2014-04-21,2014-04-23,0.06
167642,2014-04-17,2014-04-22,0.46
167645,2014-04-19,2014-04-24,1.38
167647,2014-04-21,2014-04-24,2.09
167649,2014-04-20,2014-04-27,0.44
167650,2014-04-18,2014-04-22,29.44
167653,2014-04-18,2014-04-23,2.72
167654,2014-04-18,2014-04-23,24.15
167655,2014-04-20,2014-04-27,27.14
167658,2014-04-16,2014-04-21,2.12
167660,2014-04-16,2014-04-19,2.84
167661,2014-04-19,2014-04-25,2.42
167662,2014-04-20,2014-04-27,2.04
167663,2014-04-17,2014-04-19,2.6
167665,2014-04-20,2014-04-26,27.52
167666,2014-04-16,2014-04-19,18.51
167667,2014-04-18,2014-04-24,2.31
167669,2014-04-19,2014-04-21,2.29
167671,2014-04-21,2014-04-24,1.76
167672,2014-04-21,2014-04-27,1.08
167673,2014-04-15,2014-04-20,0.96
167674,2014-04-16,2014-04-21,0.66
167675,2014-04-19,2014-04-21,2.53
167678,2014-04-17,2014-04-21,2.31
167679,2014-04-19,2014-04-24,30.05
167680,2014-04-19,2014-04-25,2.92
167681,2014-04-18,2014-04-25,2.94
167682,2014-04-20,2014-04-24,30.61
167683,2014-04-20,2014-04-26,25.98
167684,2014-04-17,2014-04-23,2.3
167685,2014-04-16,2014-04-20,0.16
167689,2014-04-15,2014-04-20,1.04
167690,2014-04-19,2014-04-26,2.36
167691,2014-04-18,2014-04-20,0.59
167692,2014-04-16,2014-04-20,29.74
167693,2014-04-15,2014-04-19,28.54
167694,2014-04-18,2014-04-21,23.53
167696,2014-04-20,2014-04-22,0.41
167698,2014-04-16,2014-04-23,1.85
167699,2014-04-18,2014-04-25,1.48
167700,2014-04-17,2014-04-22,1.59
