order_id,payment_method,payment_value,installments
130083,cod,7902.92,1
130084,credit_card,40310.16,1
130085,paypal,11747.47,1
130086,credit_card,1130.83,1
130087,credit_card,8866.82,6
130088,credit_card,11320.39,3
130089,cod,4496.79,1
130090,apple_pay,20512.56,3
130091,apple_pay,4112.93,12
130094,credit_card,11842.03,1
130095,credit_card,29903.55,3
130096,cod,21433.66,1
130097,credit_card,503.73,2
130098,credit_card,1034.69,1
130099,cod,6477.44,1
130100,cod,34907.48,1
130101,credit_card,5181.58,1
130103,credit_card,1738.43,1
130104,cod,851.43,1
130105,bank_transfer,40754.88,1
130106,credit_card,39835.44,3
130107,credit_card,4447.44,3
130108,credit_card,3168.31,1
130109,credit_card,2369.55,12
130110,credit_card,9197.57,1
130111,paypal,4617.7,3
130112,credit_card,3892.94,3
130113,credit_card,16386.29,1
130114,apple_pay,2873.86,3
130115,credit_card,4351.01,1
130116,credit_card,5303.33,1
130117,credit_card,5974.85,6
130118,cod,36607.04,1
130119,credit_card,19921.98,12
130123,apple_pay,5053.55,12
130127,cod,4009.2,1
130128,credit_card,5738.94,3
130129,paypal,28357.34,3
130132,apple_pay,5684.2,6
130133,credit_card,7131.89,1
130134,credit_card,46631.68,1
130135,cod,13986.34,1
130136,apple_pay,42971.04,6
130137,credit_card,55801.73,1
130138,credit_card,18527.42,1
130139,paypal,48331.98,3
130141,credit_card,30218.28,3
130142,paypal,29404.58,1
130143,credit_card,21311.98,1
130144,cod,35152.28,1
130145,credit_card,5283.54,1
130146,credit_card,3781.26,6
130148,cod,42367.39,1
130150,credit_card,12312.77,1
130151,credit_card,7996.77,1
130152,credit_card,35488.2,3
130153,bank_transfer,25380.55,3
130156,credit_card,8345.23,1
130157,bank_transfer,3674.71,3
130158,credit_card,21118.08,1
130159,cod,15511.2,1
130160,credit_card,20381.38,1
130161,credit_card,3881.52,1
130162,credit_card,3353.07,1
130163,credit_card,7051.98,6
130165,cod,8161.82,1
130166,credit_card,7257.65,1
130168,credit_card,1533.86,3
130169,credit_card,2052.38,1
130171,credit_card,33633.43,12
130172,paypal,854.29,6
130173,credit_card,1706.45,1
130174,cod,13866.64,1
130175,paypal,19525.91,1
130176,cod,35617.27,1
130177,credit_card,15346.75,6
130178,apple_pay,13034.9,3
130181,credit_card,42578.59,6
130183,credit_card,64848.38,3
130184,paypal,9749.38,6
130185,paypal,49666.51,1
130186,credit_card,33670.37,3
130187,paypal,18637.34,3
130189,credit_card,59766.72,6
130190,paypal,2841.36,6
130191,credit_card,13632.91,3
130192,credit_card,28659.84,1
130193,credit_card,3765.7,6
130195,credit_card,17706.18,3
130196,credit_card,30327.2,3
130198,apple_pay,50734.66,1
130201,cod,17707.98,1
130203,cod,3570.51,1
130204,paypal,54433.92,1
130206,cod,32982.53,1
130207,cod,4277.83,1
130208,apple_pay,58373.78,3
130209,credit_card,14963.9,12
130210,bank_transfer,4889.23,1
130211,credit_card,17093.75,6
130212,credit_card,24547.38,6
130213,apple_pay,2627.32,3
130214,credit_card,3205.3,3
130215,credit_card,16216.08,6
130216,credit_card,42349.68,3
130217,bank_transfer,34851.36,6
130218,cod,5130.37,1
130219,credit_card,41360.59,1
130220,credit_card,39268.51,6
130223,cod,5086.19,1
130224,paypal,12054.96,1
130225,credit_card,22652.54,1
130226,paypal,10023.46,6
130227,paypal,15108.72,1
130230,credit_card,5307.89,6
130231,credit_card,25533.86,1
130232,paypal,1419.0,3
130233,cod,6998.32,1
130237,paypal,16616.94,3
130238,apple_pay,4851.44,1
130239,credit_card,6406.69,3
130240,credit_card,7437.74,12
130241,credit_card,23884.23,1
130242,credit_card,9385.76,6
130243,credit_card,1483.34,6
130244,cod,1590.0,1
130245,cod,35695.92,1
130246,credit_card,1551.03,3
130247,credit_card,16988.83,3
130248,credit_card,9938.72,6
130249,credit_card,55664.38,6
130251,paypal,20545.22,1
130252,credit_card,6902.03,1
130253,cod,29367.87,1
130254,credit_card,55223.49,3
130255,cod,23398.21,1
130256,credit_card,11419.17,1
130257,cod,14308.18,1
130258,credit_card,4424.97,12
130259,paypal,21928.94,1
130260,apple_pay,19335.0,3
130261,credit_card,3663.81,1
130262,credit_card,3756.42,1
130263,apple_pay,9008.5,6
130264,apple_pay,3249.46,1
130265,paypal,14553.86,3
130266,credit_card,13550.62,12
130267,paypal,1564.54,1
130268,credit_card,29024.0,1
130269,credit_card,31844.22,3
130270,credit_card,21058.18,1
130271,apple_pay,4005.86,1
130272,paypal,75190.14,12
130273,cod,32650.24,1
130274,apple_pay,12339.84,1
130275,credit_card,54185.92,12
130276,credit_card,48604.36,1
130277,credit_card,34091.48,12
130278,paypal,20256.0,1
130279,apple_pay,18183.46,1
130280,credit_card,15031.73,1
130281,credit_card,11430.26,3
130282,credit_card,1513.14,1
130283,bank_transfer,1441.7,6
130285,credit_card,822.33,1
130286,credit_card,825.12,1
130287,cod,41110.94,1
130289,credit_card,4546.08,3
130290,cod,39179.38,1
130291,credit_card,33947.71,1
130292,paypal,39160.52,3
130294,paypal,37238.54,6
130295,credit_card,3650.36,6
130296,credit_card,1608.67,12
130300,credit_card,6231.17,1
130302,credit_card,25840.98,3
130303,credit_card,24600.58,6
130305,paypal,2838.5,1
130306,paypal,8788.62,1
130307,credit_card,6562.9,3
130308,paypal,5032.32,1
130311,credit_card,521.18,1
130312,credit_card,1044.58,1
130313,apple_pay,13330.27,3
130314,credit_card,18674.07,3
130315,credit_card,14403.12,6
130316,credit_card,3483.42,12
130317,bank_transfer,4435.15,3
130318,cod,4451.65,1
130319,credit_card,570.1,1
130321,paypal,2392.97,3
130322,credit_card,59016.19,1
130323,paypal,10646.3,3
130324,paypal,21820.79,1
130325,paypal,15723.23,1
130326,credit_card,5267.64,1
130327,apple_pay,18706.74,1
130328,credit_card,6788.72,1
130331,cod,2771.42,1
130332,credit_card,2757.26,1
130333,credit_card,8093.67,3
130334,credit_card,25811.12,1
130335,paypal,13959.68,3
130336,cod,3124.3,1
130338,credit_card,29762.46,12
130339,cod,57397.82,1
130340,bank_transfer,11505.6,1
130341,credit_card,1411.14,6
130342,credit_card,8930.54,12
130343,credit_card,32524.59,3
130344,paypal,11076.04,1
130345,credit_card,2557.56,6
130346,credit_card,4151.36,1
130349,credit_card,5202.43,3
130350,credit_card,1891.92,6
130351,paypal,2823.65,1
130353,credit_card,3683.74,3
130354,credit_card,4368.84,12
130355,bank_transfer,9232.24,3
130356,cod,28268.06,1
130357,cod,39237.41,1
130358,credit_card,53376.68,3
130359,credit_card,18829.88,1
130360,credit_card,12516.6,1
130361,paypal,7557.6,3
130362,paypal,3077.89,3
130363,cod,12590.36,1
130364,paypal,7609.33,3
130365,paypal,43592.19,3
130366,credit_card,4158.21,1
130367,credit_card,5637.55,3
130368,apple_pay,2908.32,3
130369,apple_pay,7832.54,3
130370,credit_card,18281.38,1
130371,bank_transfer,4050.41,3
130373,cod,14644.22,1
130374,credit_card,21109.82,6
130376,credit_card,5820.79,3
130378,credit_card,4185.79,1
130380,credit_card,7766.88,3
130381,credit_card,26691.98,3
130382,credit_card,9317.57,1
130383,credit_card,6520.87,3
130384,credit_card,15371.89,6
130385,credit_card,1244.5,1
130386,cod,17504.93,1
130388,credit_card,6815.76,6
130389,credit_card,15431.33,1
130391,bank_transfer,7032.94,1
130392,credit_card,8088.76,3
130393,paypal,20600.84,3
130395,credit_card,45608.32,1
130396,credit_card,11458.11,6
130397,cod,11834.54,1
130399,cod,1247.95,1
130400,cod,9102.54,1
130401,credit_card,2026.12,3
130403,credit_card,14597.52,3
130404,cod,2346.78,1
130406,credit_card,3991.39,3
130407,bank_transfer,1377.02,12
130408,cod,14254.3,1
130409,credit_card,35167.68,6
130410,credit_card,13706.82,6
130411,apple_pay,8385.62,12
130412,apple_pay,11838.45,3
130413,cod,12844.13,1
130414,apple_pay,3143.36,3
130415,credit_card,4487.9,6
130416,credit_card,5669.76,1
130417,credit_card,5036.0,1
130418,bank_transfer,12538.72,12
130419,credit_card,4196.4,3
130422,cod,20212.86,1
130423,bank_transfer,6519.0,3
130424,credit_card,1569.53,3
130426,bank_transfer,24853.3,3
130427,apple_pay,13765.1,3
130428,credit_card,4639.21,1
130429,credit_card,7238.45,3
130430,apple_pay,3083.93,3
130432,credit_card,4126.34,1
130433,credit_card,3126.96,3
130435,apple_pay,28351.93,1
130436,cod,12606.7,1
130438,cod,9047.36,1
130439,apple_pay,6782.96,1
130440,bank_transfer,12629.48,1
130441,cod,2491.36,1
130442,credit_card,4395.1,1
130443,credit_card,9899.68,1
130445,paypal,1752.65,3
130447,credit_card,17331.83,3
130448,paypal,14609.95,6
130453,credit_card,4296.06,6
130455,paypal,2531.42,3
130456,credit_card,19115.17,3
130457,paypal,1942.56,1
130460,paypal,9484.42,6
130461,apple_pay,5452.19,6
130463,credit_card,13434.56,3
130465,credit_card,7653.91,3
130468,credit_card,18342.08,6
130471,credit_card,7045.65,6
130472,paypal,6598.2,1
130473,credit_card,20082.79,3
130474,credit_card,22855.94,1
130476,credit_card,4288.99,6
130477,credit_card,7216.9,3
130478,paypal,12016.67,3
130479,credit_card,24529.54,3
130480,credit_card,4984.69,3
130481,credit_card,4814.75,1
130482,credit_card,28301.41,6
130483,cod,10167.72,1
130484,credit_card,4361.12,1
130486,apple_pay,9835.01,1
130488,apple_pay,53608.06,6
130489,credit_card,4605.36,3
130490,credit_card,19975.39,6
130491,credit_card,457.43,2
130492,bank_transfer,3266.37,3
130493,cod,3082.3,1
130495,credit_card,2279.6,3
130496,credit_card,440.81,1
130497,credit_card,2423.88,6
130501,paypal,40544.35,1
130503,credit_card,32447.08,3
130504,paypal,8217.03,12
130505,paypal,13831.33,12
130506,paypal,22402.78,1
130508,cod,2432.15,1
130509,credit_card,7746.96,1
130510,cod,43392.9,1
130511,apple_pay,4193.56,6
130512,paypal,5866.69,6
130513,credit_card,41845.3,1
130514,cod,4760.32,1
130515,credit_card,18350.64,3
130519,credit_card,1684.62,3
130520,credit_card,27435.33,3
130522,credit_card,10313.31,1
130523,cod,12953.08,1
130524,credit_card,9569.17,1
130525,credit_card,11143.68,6
130526,paypal,37737.85,1
130528,credit_card,24913.06,3
130529,credit_card,8542.55,3
130530,credit_card,9446.4,3
130532,credit_card,37808.9,1
130533,paypal,3161.47,6
130536,credit_card,2071.34,1
130537,credit_card,1296.18,3
130538,paypal,1309.79,3
130539,credit_card,9729.98,6
130541,credit_card,3597.85,3
130542,credit_card,7979.1,1
130543,credit_card,6629.3,6
130544,credit_card,9816.45,6
130545,credit_card,12640.58,3
130546,apple_pay,16039.49,6
130547,credit_card,5075.73,3
130548,credit_card,5147.3,3
130549,paypal,19902.53,3
130550,paypal,9515.42,12
130551,paypal,40323.47,3
130552,credit_card,3123.79,6
130554,apple_pay,2684.38,6
130555,credit_card,20433.15,1
130557,paypal,1023.71,3
130558,credit_card,8776.66,3
130559,apple_pay,31756.59,6
130560,credit_card,3567.02,1
130563,paypal,13203.26,12
130564,credit_card,3593.13,12
130567,credit_card,18625.09,12
130568,cod,8399.43,1
130569,credit_card,4995.36,3
130570,apple_pay,6862.22,1
130571,paypal,7683.81,3
130572,credit_card,28070.22,3
130573,cod,2848.37,1
130575,credit_card,452.18,3
130576,paypal,2663.81,3
130577,apple_pay,25902.91,3
130579,paypal,4592.58,3
130580,apple_pay,2850.72,1
130583,credit_card,5901.14,3
130584,credit_card,22570.42,1
130586,credit_card,1272.4,3
130587,cod,7010.01,1
130588,credit_card,5006.12,6
130590,apple_pay,44008.13,6
130591,credit_card,32463.04,1
130592,apple_pay,20808.13,1
130593,paypal,77166.51,6
130595,credit_card,48092.63,6
130596,paypal,2610.46,3
130597,credit_card,1900.73,3
130598,credit_card,10546.67,6
130599,credit_card,1709.93,3
130600,credit_card,1163.2,3
130601,bank_transfer,20215.87,1
130602,credit_card,5072.22,6
130603,cod,7245.65,1
130604,credit_card,54320.22,6
130605,apple_pay,11630.0,6
130606,credit_card,14844.13,1
130607,credit_card,5447.71,3
130608,credit_card,7290.0,12
130609,cod,10877.32,1
130611,credit_card,1730.14,6
130612,credit_card,3485.09,1
130613,paypal,5387.52,6
130614,credit_card,7654.67,3
130616,credit_card,3891.05,1
130617,credit_card,57623.36,1
130618,credit_card,49864.92,1
130619,cod,20471.84,1
130620,credit_card,27531.17,1
130621,credit_card,14491.36,3
130622,credit_card,22331.58,1
130623,credit_card,5989.54,6
130624,credit_card,881.98,3
130625,credit_card,48455.79,12
130626,bank_transfer,63976.32,1
130631,credit_card,22677.55,12
130632,credit_card,4396.86,3
130634,credit_card,11490.05,3
130635,cod,2815.49,1
130637,paypal,10392.8,3
130638,paypal,13171.65,6
130639,cod,14997.42,1
130641,credit_card,5306.33,1
130642,credit_card,11545.28,1
130643,credit_card,19586.56,1
130644,credit_card,8048.77,1
130646,credit_card,21386.85,3
130649,apple_pay,6784.88,1
130650,credit_card,3888.29,1
130651,apple_pay,28135.17,3
130652,credit_card,14500.67,3
130653,credit_card,3389.34,12
130654,cod,36736.08,1
130656,credit_card,12824.74,6
130657,bank_transfer,5122.65,3
130659,credit_card,8815.86,1
130661,credit_card,6053.52,1
130662,credit_card,13157.47,3
130663,credit_card,3890.4,3
130664,credit_card,63499.07,6
130665,paypal,16959.41,1
130668,paypal,7655.71,1
130669,apple_pay,14681.14,1
130670,cod,5214.48,1
130671,credit_card,2525.32,1
130673,apple_pay,24063.43,12
130674,credit_card,1338.29,3
130675,credit_card,2259.32,1
130676,credit_card,2779.97,12
130678,credit_card,33648.99,3
130680,credit_card,3440.21,1
130681,credit_card,5824.74,1
130682,paypal,6677.79,3
130683,credit_card,6854.48,3
130684,credit_card,987.39,1
130685,credit_card,526.24,2
130686,cod,8508.13,1
130687,credit_card,1072.64,3
130688,credit_card,1550.11,6
130689,credit_card,22740.35,3
130691,credit_card,10254.04,3
130692,apple_pay,2030.75,1
130693,credit_card,8798.18,12
130694,cod,25837.63,1
130696,cod,22603.83,1
130697,credit_card,20018.54,6
130698,credit_card,5712.83,1
130699,paypal,2016.53,6
130700,apple_pay,7443.19,1
130701,credit_card,4173.44,1
130702,cod,13649.48,1
130703,paypal,16777.1,6
130704,cod,1595.09,1
130707,paypal,34473.41,3
130709,credit_card,516.66,1
130710,apple_pay,2063.51,3
130712,cod,17338.4,1
130713,apple_pay,13007.46,1
130714,paypal,8367.58,3
130716,apple_pay,14194.22,3
130717,credit_card,15172.42,1
130719,cod,10679.66,1
130720,credit_card,7061.87,3
130722,credit_card,14395.01,6
130724,cod,5517.44,1
130725,credit_card,23724.68,3
130726,apple_pay,2235.44,3
130727,cod,8938.37,1
130728,apple_pay,736.74,1
130729,paypal,2888.03,6
130730,credit_card,24963.82,3
130731,cod,3586.27,1
130732,credit_card,1218.01,3
130733,credit_card,9064.63,12
130734,credit_card,9441.17,6
130735,credit_card,13112.93,1
130736,cod,24826.13,1
130737,credit_card,29966.97,1
130741,credit_card,12553.58,3
130742,apple_pay,27121.57,3
130743,bank_transfer,13353.86,3
130744,cod,41753.86,1
130745,credit_card,35821.88,12
130747,paypal,878.44,1
130748,credit_card,33506.08,3
130749,paypal,29838.27,3
130751,paypal,1338.78,6
130752,apple_pay,5209.79,12
130753,paypal,9786.07,6
130754,credit_card,33945.76,6
130756,paypal,15165.87,1
130757,paypal,19369.15,1
130758,credit_card,1405.38,3
130759,credit_card,23770.96,1
130760,credit_card,49956.48,6
130761,credit_card,6174.53,6
130762,credit_card,14402.19,1
130763,cod,1113.58,1
130764,paypal,4335.97,12
130765,credit_card,25541.99,3
130766,bank_transfer,38482.14,3
130767,paypal,39445.78,6
130768,credit_card,19834.69,12
130770,credit_card,28085.56,6
130772,paypal,2558.71,6
130773,cod,27576.86,1
130775,credit_card,19145.89,3
130776,cod,9251.42,1
130777,credit_card,8887.03,1
130780,credit_card,19614.54,3
130781,credit_card,2437.26,12
130782,credit_card,7888.8,12
130783,paypal,7810.9,3
130784,cod,29444.13,1
130785,cod,1499.92,1
130786,cod,2225.09,1
130788,credit_card,7152.36,3
130789,paypal,29937.77,12
130790,paypal,6478.44,3
130791,cod,2721.28,1
130792,credit_card,3837.74,3
130794,apple_pay,20668.16,6
130796,paypal,1152.8,3
130798,credit_card,3797.82,6
130800,bank_transfer,4398.88,3
130801,cod,10587.81,1
130803,apple_pay,4521.62,3
130804,credit_card,10155.43,3
130805,cod,9057.12,1
130806,credit_card,4976.85,3
130808,credit_card,20676.56,6
130809,credit_card,6805.28,3
130810,cod,26251.46,1
130811,credit_card,42550.14,6
130812,credit_card,20342.98,3
130813,paypal,50573.49,1
130814,credit_card,35091.2,1
130815,credit_card,5118.01,3
130816,credit_card,58757.82,3
130817,credit_card,11452.48,3
130818,cod,18132.61,1
130819,cod,9204.62,1
130820,bank_transfer,48948.03,3
130822,credit_card,13149.07,3
130823,credit_card,11781.04,3
130824,credit_card,16722.78,6
130825,credit_card,20639.18,3
130826,credit_card,8338.9,12
130828,credit_card,40459.72,3
130829,credit_card,25349.68,6
130830,paypal,56394.05,3
130831,credit_card,55019.84,3
130834,credit_card,12856.34,1
130835,paypal,8648.9,3
130836,cod,32144.42,1
130837,apple_pay,2518.12,1
130838,paypal,20249.62,3
130839,credit_card,25402.24,1
130840,apple_pay,3963.78,6
130841,paypal,2248.32,3
130843,credit_card,8808.44,1
130844,apple_pay,6767.94,1
130845,cod,7143.96,1
130846,credit_card,45516.22,6
130847,cod,43385.16,1
130848,paypal,1552.99,6
130849,credit_card,525.06,1
130850,credit_card,24398.5,12
130851,cod,7552.82,1
130852,credit_card,41558.4,1
130855,cod,29151.65,1
130856,apple_pay,28539.68,3
130857,credit_card,4917.8,12
130858,credit_card,6852.94,1
130859,credit_card,10540.82,3
130860,credit_card,3062.51,3
130862,cod,10224.82,1
130863,credit_card,36691.07,1
130864,credit_card,50260.39,3
130865,paypal,9523.26,3
130866,credit_card,11951.2,3
130867,apple_pay,8830.84,1
130868,credit_card,14538.91,12
130870,credit_card,2169.0,3
130871,cod,26717.9,1
130872,cod,14627.76,1
130873,credit_card,9769.22,6
130874,bank_transfer,22555.01,3
130875,credit_card,23756.54,3
130880,credit_card,39995.03,1
130881,credit_card,86550.34,6
130882,credit_card,6138.0,1
130883,credit_card,31253.7,6
130884,cod,12376.18,1
130886,paypal,20336.64,6
130887,paypal,12204.4,3
130888,credit_card,2197.9,1
130889,credit_card,5797.31,6
130891,cod,12356.59,1
130892,credit_card,14494.82,1
130893,credit_card,890.5,1
130894,credit_card,10233.15,6
130895,credit_card,6359.23,1
130896,paypal,14660.46,1
130897,credit_card,5265.36,6
130898,cod,40819.6,1
130899,credit_card,16208.48,6
130900,credit_card,1034.66,1
130901,cod,2667.12,1
130905,credit_card,10348.59,3
130906,credit_card,4527.8,6
130908,credit_card,3737.47,3
130911,cod,7706.59,1
130912,cod,19883.47,1
130913,paypal,2784.35,1
130914,credit_card,875.84,12
130915,bank_transfer,3063.03,3
130918,credit_card,20683.84,3
130919,paypal,5036.9,6
130920,credit_card,12938.92,1
130921,credit_card,5751.06,1
130923,cod,3930.38,1
130925,credit_card,6825.33,3
130926,credit_card,9470.21,1
130927,paypal,8673.11,3
130928,cod,4592.03,1
130929,cod,4259.38,1
130930,credit_card,13442.5,6
130931,credit_card,2474.0,1
130932,cod,4919.9,1
130933,cod,9674.36,1
130934,credit_card,6967.7,3
130935,paypal,8850.46,6
130936,credit_card,7542.62,1
130937,credit_card,1303.82,12
130938,cod,7899.01,1
130939,apple_pay,6773.24,3
130940,credit_card,17163.26,3
130941,paypal,14599.12,3
130942,paypal,33765.18,3
130943,credit_card,1234.3,3
130944,credit_card,41512.08,1
130947,apple_pay,2594.69,6
130948,credit_card,3287.0,6
130949,credit_card,33591.17,6
130951,credit_card,2807.33,3
130952,bank_transfer,2497.55,3
130953,credit_card,15365.38,1
130954,credit_card,9956.27,1
130955,apple_pay,2445.82,3
130956,credit_card,19072.65,1
130957,credit_card,13713.57,6
130958,credit_card,3925.27,1
130959,cod,15127.49,1
130963,bank_transfer,20816.35,3
130964,bank_transfer,5264.38,1
130965,credit_card,55666.24,3
130966,credit_card,5524.59,3
130967,credit_card,5571.82,3
130968,credit_card,5509.25,1
130970,paypal,3774.23,1
130971,credit_card,5036.77,3
130973,paypal,8598.29,6
130974,cod,9868.94,1
130975,credit_card,9621.58,6
130976,cod,7623.86,1
130977,credit_card,14557.3,3
130979,cod,29607.92,1
130980,credit_card,5417.6,12
130981,bank_transfer,2624.0,6
130982,paypal,8866.87,3
130983,credit_card,5398.37,1
130984,credit_card,20027.34,12
130985,credit_card,19738.6,1
130986,credit_card,2551.87,1
130988,paypal,14304.67,1
130993,credit_card,35464.48,3
130996,apple_pay,24378.62,3
130997,cod,12436.86,1
130998,paypal,14236.38,3
130999,apple_pay,4220.03,12
131000,credit_card,15583.18,1
131001,apple_pay,2191.42,1
131002,cod,2984.48,1
131003,apple_pay,1465.23,3
131004,cod,2378.9,1
131005,credit_card,32786.86,3
131006,credit_card,23658.96,1
131007,credit_card,8155.04,3
131009,apple_pay,8525.57,3
131010,paypal,22244.35,3
131011,cod,2530.84,1
131012,credit_card,7396.61,1
131013,apple_pay,7661.58,12
131014,paypal,5993.9,6
131016,apple_pay,1543.9,6
131017,bank_transfer,43583.16,1
131018,credit_card,14672.52,3
131019,credit_card,10197.09,1
131020,bank_transfer,18064.98,1
131022,paypal,15810.0,1
131023,apple_pay,3855.78,3
131025,credit_card,3774.12,6
131026,credit_card,2345.73,1
131027,credit_card,17868.48,3
131028,apple_pay,17279.68,6
131029,credit_card,16441.06,3
131030,credit_card,2886.86,6
131031,bank_transfer,5871.42,1
131032,credit_card,4605.23,6
131034,cod,3649.54,1
131036,credit_card,20028.53,3
131037,bank_transfer,19998.31,3
131038,credit_card,10466.46,3
131039,credit_card,12986.02,3
131040,bank_transfer,4814.06,6
131041,apple_pay,16271.08,3
131043,credit_card,14597.76,3
131047,credit_card,831.33,3
131048,credit_card,2654.92,12
131050,apple_pay,6057.82,3
131051,credit_card,3126.72,12
131053,credit_card,14404.77,1
131054,credit_card,31143.81,1
131055,credit_card,16259.17,3
131056,cod,7728.24,1
131058,cod,19388.47,1
131059,cod,15866.3,1
131060,apple_pay,4006.21,3
131061,apple_pay,5215.65,12
131063,apple_pay,56832.51,1
131064,credit_card,7884.35,1
131066,credit_card,12405.6,1
131068,apple_pay,20082.75,12
131070,credit_card,5389.06,3
131071,bank_transfer,1306.22,1
131072,credit_card,21099.46,1
131074,credit_card,6086.91,3
131076,paypal,5317.68,3
131077,apple_pay,8257.95,6
131078,credit_card,18230.85,1
131079,apple_pay,34916.08,1
131080,credit_card,19911.87,6
131083,apple_pay,47911.53,1
131084,paypal,42204.8,3
131085,credit_card,29918.85,6
131086,credit_card,10067.55,3
131087,paypal,2541.14,12
131088,apple_pay,6123.16,6
131089,bank_transfer,56453.18,3
131090,cod,2290.08,1
131091,paypal,12560.99,1
131092,credit_card,17373.43,3
131093,credit_card,11754.11,6
131094,credit_card,3642.4,1
131095,credit_card,4119.7,1
131097,credit_card,9410.86,1
131098,apple_pay,7560.72,6
131102,credit_card,47351.42,3
131104,paypal,4028.35,1
131105,cod,30160.7,1
131106,cod,20128.37,1
131107,credit_card,7250.28,1
131108,cod,37100.48,1
131110,cod,3177.61,1
131111,credit_card,3124.26,3
131112,credit_card,16325.12,3
131113,bank_transfer,3580.48,1
131114,credit_card,4961.8,6
131115,bank_transfer,3136.37,1
131117,apple_pay,51187.26,3
131118,credit_card,23630.45,3
131122,apple_pay,21929.88,3
131123,cod,32942.76,1
131124,cod,6171.6,1
131126,credit_card,11752.42,12
131127,credit_card,6864.91,3
131128,credit_card,11083.39,3
131130,credit_card,23838.36,1
131131,cod,5163.98,1
131134,cod,29205.5,1
131136,credit_card,27999.49,3
131137,credit_card,9589.55,3
131138,credit_card,21914.97,3
131140,paypal,3623.43,3
131141,cod,7559.14,1
131142,credit_card,5324.8,1
131146,cod,5545.2,1
131148,paypal,8585.09,3
131150,credit_card,2684.88,3
131151,paypal,872.43,6
131152,credit_card,11241.8,12
131153,cod,1344.66,1
131154,credit_card,694.82,1
131155,credit_card,2310.46,3
131156,credit_card,28078.72,1
131159,cod,39871.61,1
131160,bank_transfer,4697.08,3
131161,cod,6900.1,1
131162,paypal,5105.71,1
131163,credit_card,4969.43,3
131164,credit_card,23513.11,3
131165,credit_card,9351.05,6
131166,credit_card,5168.06,12
131169,credit_card,13446.27,6
131170,credit_card,55776.7,1
131171,credit_card,9221.44,6
131172,paypal,8003.07,6
131173,paypal,2328.78,6
131174,credit_card,8136.07,3
131175,credit_card,5850.32,6
131176,credit_card,7977.66,3
131177,paypal,2568.96,1
131178,credit_card,1568.21,6
131179,credit_card,7900.46,1
131180,credit_card,7683.02,6
131183,bank_transfer,22396.88,1
131184,credit_card,2668.51,6
131185,cod,6688.32,1
131187,credit_card,3817.2,12
131188,apple_pay,3891.5,1
131189,paypal,5190.82,6
131190,credit_card,22113.56,1
131191,paypal,25921.62,3
131193,credit_card,6384.51,1
131194,paypal,6234.03,3
131195,apple_pay,4727.52,12
131197,cod,4550.35,1
131198,credit_card,12291.12,6
131199,cod,42546.19,1
131202,bank_transfer,3842.54,3
131203,paypal,9063.6,12
131204,credit_card,2317.0,1
131205,credit_card,2713.87,1
131206,cod,17370.47,1
131207,bank_transfer,7881.86,6
131208,credit_card,2732.16,3
131209,apple_pay,2740.27,1
131210,paypal,6169.56,6
131211,apple_pay,3667.4,6
131212,apple_pay,15173.4,1
131214,credit_card,10549.38,1
131215,credit_card,1297.01,3
131216,apple_pay,7243.2,1
131217,cod,2717.95,1
131218,credit_card,3279.81,1
131219,bank_transfer,6068.93,12
131220,credit_card,26723.2,3
131221,paypal,14867.38,12
131224,cod,14510.54,1
131225,credit_card,19735.87,6
131226,credit_card,19482.7,3
131227,credit_card,27330.24,3
131229,cod,19352.86,1
131230,credit_card,7020.65,1
131232,credit_card,13633.28,6
131234,paypal,15313.92,3
131235,credit_card,23208.02,3
131236,credit_card,3354.67,1
131238,credit_card,31068.12,6
131240,credit_card,59311.1,6
131241,cod,33546.13,1
131242,credit_card,1529.47,1
131243,credit_card,525.69,2
131244,credit_card,2595.56,3
131245,cod,12505.36,1
131246,cod,4956.1,1
131247,apple_pay,5154.85,6
131248,credit_card,14041.92,3
131250,cod,21697.06,1
131252,credit_card,739.94,3
131253,paypal,5506.08,3
131255,cod,5934.21,1
131256,paypal,3016.06,3
131257,credit_card,9598.37,3
131258,credit_card,3614.4,6
131259,credit_card,44229.63,12
131260,paypal,53839.35,1
131261,credit_card,3822.22,3
131262,credit_card,11718.42,3
131263,credit_card,5757.12,12
131264,credit_card,1215.34,3
131265,credit_card,9623.89,6
131266,credit_card,5997.53,3
131267,credit_card,16569.19,3
131268,paypal,9855.55,1
131270,credit_card,10462.16,3
131271,credit_card,12945.0,3
131272,credit_card,66575.42,12
131273,paypal,7086.74,3
131275,credit_card,4815.3,1
131277,credit_card,2935.1,1
131278,credit_card,5535.81,3
131279,credit_card,6856.89,6
131282,credit_card,2614.72,1
131283,cod,11722.42,1
131285,credit_card,89646.72,1
131286,credit_card,17584.56,1
131287,paypal,11116.8,12
131288,credit_card,13201.25,3
131289,paypal,8223.29,1
131291,paypal,6669.21,3
131293,paypal,20593.1,6
131294,credit_card,26624.75,3
131295,paypal,3658.48,6
131296,credit_card,1020.48,3
131297,paypal,8359.51,1
131298,cod,6544.38,1
131299,credit_card,7876.49,6
131300,credit_card,15908.64,1
131301,paypal,56441.15,3
131302,cod,12249.12,1
131303,apple_pay,7125.7,1
131304,credit_card,842.43,6
131305,credit_card,5035.93,6
131306,credit_card,33439.73,6
131307,credit_card,8520.61,6
131308,credit_card,28119.42,6
131309,credit_card,5394.85,1
131310,credit_card,10116.61,3
