review_id,order_id,product_id,customer_id,review_date,rating,review_title
REV-0017793,98144,2241,71800,2013-08-18,3,"Decent, nothing special"
REV-0017797,98161,2359,98899,2013-08-12,2,Below expectations
REV-0017798,98172,2234,45240,2013-08-18,5,Highly recommend
REV-0017799,98178,2252,25423,2013-08-08,4,Solid choice
REV-0017800,98181,964,25524,2013-08-15,5,Excellent product!
REV-0017802,98193,2400,28342,2013-07-25,4,Solid choice
REV-0017803,98195,2212,29073,2013-08-03,3,Mixed feelings
REV-0017805,98215,2396,78262,2013-08-05,4,Solid choice
REV-0017807,98237,964,113911,2013-08-07,5,Great quality
REV-0017808,98239,635,87916,2013-07-31,3,"Decent, nothing special"
REV-0017809,98242,2396,114820,2013-07-31,5,Very satisfied
REV-0017810,98244,725,106083,2013-07-29,4,Solid choice
REV-0017811,98246,551,106108,2013-08-14,5,Excellent product!
REV-0017812,98247,1963,116143,2013-08-24,4,Solid choice
REV-0017813,98257,1847,103112,2013-08-15,4,Works well
REV-0017814,98272,681,117456,2013-08-11,3,"Decent, nothing special"
REV-0017817,98295,964,96796,2013-08-20,3,Mixed feelings
REV-0017818,98298,2050,85888,2013-08-04,5,Highly recommend
REV-0017821,98315,2359,94036,2013-08-18,5,Highly recommend
REV-0017822,98319,767,127393,2013-08-01,5,Great quality
REV-0017823,98320,2359,122727,2013-08-18,2,Would not reorder
REV-0017824,98323,2219,125781,2013-08-12,5,Excellent product!
REV-0017825,98329,2280,129064,2013-08-22,5,Great quality
REV-0017826,98332,2070,129524,2013-07-30,5,Very satisfied
REV-0017827,98341,2280,107048,2013-08-15,4,Good overall
REV-0017828,98344,786,107064,2013-07-29,4,Works well
REV-0017834,98368,2070,108721,2013-08-02,4,Solid choice
REV-0017835,98369,455,106790,2013-08-06,4,Works well
REV-0017836,98370,760,152406,2013-08-15,4,Happy with purchase
REV-0017837,98385,2235,151921,2013-08-03,3,Average product
REV-0017838,98387,550,151311,2013-08-10,5,Highly recommend
REV-0017839,98391,2331,139792,2013-08-22,5,Highly recommend
REV-0017840,98393,1547,140055,2013-08-17,5,Great quality
REV-0017842,98397,1544,140723,2013-08-14,5,Excellent product!
REV-0017843,98398,1543,140719,2013-08-11,1,Poor quality
REV-0017845,98413,2284,138528,2013-08-10,4,Good overall
REV-0017846,98421,2359,141357,2013-08-20,5,Excellent product!
REV-0017847,98441,702,134211,2013-08-07,4,Happy with purchase
REV-0017848,98451,785,135415,2013-08-01,3,"Decent, nothing special"
REV-0017850,98459,2252,136121,2013-08-03,4,Solid choice
REV-0017853,98470,768,146692,2013-07-24,4,Happy with purchase
REV-0017854,98475,954,150506,2013-07-29,5,Very satisfied
REV-0017857,98500,2238,56161,2013-08-20,3,Average product
REV-0017858,98507,669,43032,2013-08-16,2,Would not reorder
REV-0017859,98515,1942,13511,2013-08-19,2,Some issues
REV-0017860,98518,981,14021,2013-07-29,5,Excellent product!
REV-0017861,98525,757,27,2013-08-22,5,Very satisfied
REV-0017862,98526,758,26,2013-08-14,5,Great quality
REV-0017863,98528,1062,2597,2013-08-22,4,Happy with purchase
REV-0017866,98545,472,4001,2013-07-29,5,Highly recommend
REV-0017867,98554,2054,64458,2013-08-09,2,Some issues
REV-0017868,98558,1974,43950,2013-08-21,4,Works well
REV-0017869,98567,767,49568,2013-08-23,5,Excellent product!
REV-0017871,98573,946,50442,2013-08-10,5,Excellent product!
REV-0017872,98584,2238,60846,2013-08-13,5,Very satisfied
REV-0017873,98593,927,72578,2013-08-06,4,Solid choice
REV-0017875,98596,786,21118,2013-08-25,5,Great quality
REV-0017876,98597,786,21181,2013-08-07,3,Mixed feelings
REV-0017877,98598,992,23411,2013-08-17,3,Average product
REV-0017878,98600,2400,22526,2013-07-30,4,Works well
REV-0017879,98603,725,17633,2013-08-03,2,Below expectations
REV-0017880,98606,1000,17689,2013-08-18,5,Very satisfied
REV-0017881,98618,566,98009,2013-08-08,3,"Decent, nothing special"
REV-0017883,98630,976,98899,2013-08-02,4,Solid choice
REV-0017884,98634,1086,78036,2013-08-04,5,Excellent product!
REV-0017886,98661,2070,31152,2013-08-13,5,Excellent product!
REV-0017887,98664,551,33114,2013-08-15,2,Would not reorder
REV-0017889,98675,669,114121,2013-08-15,5,Very satisfied
REV-0017890,98685,493,106363,2013-08-01,5,Great quality
REV-0017891,98687,826,102827,2013-08-25,4,Good overall
REV-0017892,98703,768,117777,2013-08-08,3,"Decent, nothing special"
REV-0017893,98705,400,118083,2013-08-23,5,Highly recommend
REV-0017894,98707,1045,118732,2013-08-08,5,Great quality
REV-0017895,98711,725,46739,2013-08-24,4,Good overall
REV-0017897,98729,767,96654,2013-07-30,4,Solid choice
REV-0017899,98738,964,100210,2013-07-31,4,Works well
REV-0017900,98742,1230,79372,2013-08-10,4,Works well
REV-0017901,98744,2219,81039,2013-08-13,4,Works well
REV-0017902,98749,2219,124443,2013-07-31,5,Excellent product!
REV-0017903,98756,676,125497,2013-08-19,5,Great quality
REV-0017904,98757,786,125619,2013-08-01,5,Great quality
REV-0017905,98759,1093,125941,2013-08-02,4,Works well
REV-0017908,98781,2332,107865,2013-08-10,5,Excellent product!
REV-0017909,98782,702,108200,2013-08-14,4,Solid choice
REV-0017910,98801,2280,140545,2013-08-21,4,Works well
REV-0017912,98807,676,137622,2013-08-14,5,Highly recommend
REV-0017913,98808,2269,137680,2013-08-14,5,Very satisfied
REV-0017915,98813,786,139126,2013-08-04,5,Very satisfied
REV-0017916,98818,785,141896,2013-08-15,5,Very satisfied
REV-0017917,98821,681,133224,2013-07-30,5,Very satisfied
REV-0017918,98823,617,135529,2013-07-26,1,Would not recommend
REV-0017919,98825,725,134368,2013-08-15,5,Highly recommend
REV-0017920,98825,726,134368,2013-08-21,5,Great quality
REV-0017922,98836,1965,137526,2013-08-03,5,Great quality
REV-0017924,98865,2331,40251,2013-08-17,2,Some issues
REV-0017925,98868,726,41231,2013-08-20,3,Mixed feelings
REV-0017926,98869,725,41231,2013-08-18,5,Very satisfied
REV-0017927,98874,2250,43087,2013-08-02,3,"Decent, nothing special"
REV-0017928,98883,1186,14132,2013-07-31,3,"Decent, nothing special"
REV-0017929,98884,976,14245,2013-08-02,5,Very satisfied
REV-0017930,98885,1114,14952,2013-08-07,5,Great quality
REV-0017934,98903,758,3943,2013-08-20,3,"Decent, nothing special"
REV-0017935,98912,2098,44798,2013-07-25,4,Works well
REV-0017936,98917,1181,67610,2013-08-13,4,Happy with purchase
REV-0017938,98924,573,38238,2013-07-28,4,Works well
REV-0017939,98928,2354,50125,2013-07-24,5,Highly recommend
REV-0017940,98930,2332,50434,2013-07-27,5,Great quality
REV-0017941,98931,502,50473,2013-08-15,4,Solid choice
REV-0017943,98935,1009,50811,2013-08-26,3,"Decent, nothing special"
REV-0017944,98940,164,63592,2013-08-13,5,Great quality
REV-0017945,98943,767,53962,2013-07-25,4,Good overall
REV-0017946,98944,967,54080,2013-08-07,5,Great quality
REV-0017947,98947,930,54797,2013-07-25,4,Happy with purchase
REV-0017948,98958,2071,18277,2013-08-08,3,"Decent, nothing special"
REV-0017949,98962,642,19445,2013-08-24,2,Some issues
REV-0017950,98965,1143,22996,2013-08-15,1,Would not recommend
REV-0017951,98966,551,70953,2013-08-21,2,Below expectations
REV-0017952,98972,762,72821,2013-08-01,1,Not as described
REV-0017953,98974,761,72949,2013-08-09,5,Great quality
REV-0017954,98979,1009,73405,2013-08-10,4,Works well
REV-0017955,98988,759,45387,2013-08-23,1,Poor quality
REV-0017956,98991,671,25470,2013-08-12,5,Highly recommend
REV-0017957,98995,495,27414,2013-07-30,5,Very satisfied
REV-0017959,99005,760,34963,2013-08-10,3,Mixed feelings
REV-0017960,99012,981,29767,2013-08-23,4,Good overall
REV-0017961,99015,472,31634,2013-08-10,4,Solid choice
REV-0017962,99032,786,102955,2013-08-02,5,Great quality
REV-0017963,99041,786,103278,2013-08-02,5,Excellent product!
REV-0017964,99046,401,105354,2013-08-14,3,"Decent, nothing special"
REV-0017966,99058,2094,119015,2013-08-17,3,Average product
REV-0017967,99074,1226,94440,2013-08-13,4,Works well
REV-0017968,99083,592,124324,2013-08-16,5,Great quality
REV-0017969,99087,551,127373,2013-08-01,4,Works well
REV-0017970,99093,631,128897,2013-08-02,2,Below expectations
REV-0017971,99105,647,107263,2013-08-20,4,Good overall
REV-0017972,99110,495,107756,2013-08-03,4,Happy with purchase
REV-0017973,99116,2054,87380,2013-08-04,5,Highly recommend
REV-0017974,99121,762,155154,2013-08-20,2,Below expectations
REV-0017975,99126,759,156136,2013-08-18,5,Highly recommend
REV-0017977,99150,2054,137947,2013-08-04,1,Not as described
REV-0017978,99154,2332,137625,2013-07-29,4,Solid choice
REV-0017980,99167,786,141434,2013-08-21,1,Not as described
REV-0017981,99168,2332,141450,2013-07-31,5,Highly recommend
REV-0017982,99174,2054,139501,2013-08-08,4,Solid choice
REV-0017983,99181,267,133323,2013-08-01,5,Excellent product!
REV-0017984,99183,2071,133500,2013-07-31,3,Average product
REV-0017985,99199,758,146706,2013-07-29,5,Very satisfied
REV-0017989,99212,786,149569,2013-08-03,4,Good overall
REV-0017991,99223,2212,148058,2013-08-17,4,Solid choice
REV-0017992,99223,2222,148058,2013-08-21,4,Happy with purchase
REV-0017993,99234,1000,57175,2013-08-16,1,Would not recommend
REV-0017994,99237,964,41613,2013-08-23,1,Would not recommend
REV-0017995,99247,989,41353,2013-08-11,4,Works well
REV-0017996,99248,964,41376,2013-08-12,4,Happy with purchase
REV-0017997,99258,559,11533,2013-08-24,5,Excellent product!
REV-0017998,99286,2331,4445,2013-08-30,4,Works well
REV-0017999,99293,804,43552,2013-08-01,5,Great quality
REV-0018000,99297,1061,44680,2013-08-03,5,Excellent product!
REV-0018003,99320,757,63997,2013-08-26,4,Solid choice
REV-0018005,99329,2331,20867,2013-08-06,3,Mixed feelings
REV-0018006,99337,2359,17347,2013-07-28,3,Average product
REV-0018007,99351,604,18322,2013-08-15,1,Not as described
REV-0018008,99355,927,19145,2013-08-13,4,Solid choice
REV-0018009,99362,671,71151,2013-08-10,4,Solid choice
REV-0018010,99363,551,71641,2013-08-23,5,Great quality
REV-0018011,99367,725,72963,2013-08-02,3,"Decent, nothing special"
REV-0018012,99376,757,46359,2013-08-05,5,Very satisfied
REV-0018013,99385,606,27678,2013-07-30,4,Works well
REV-0018014,99387,646,28051,2013-08-21,5,Very satisfied
REV-0018016,99405,2331,30297,2013-08-11,1,Poor quality
REV-0018018,99411,1987,33663,2013-08-21,5,Great quality
REV-0018020,99420,635,84677,2013-08-03,4,Happy with purchase
REV-0018022,99424,725,85089,2013-07-31,4,Works well
REV-0018025,99454,676,91110,2013-08-05,5,Very satisfied
REV-0018027,99458,757,156640,2013-08-17,3,"Decent, nothing special"
REV-0018028,99460,622,117507,2013-08-17,4,Good overall
REV-0018029,99461,2396,117603,2013-08-10,3,Mixed feelings
REV-0018030,99469,671,118729,2013-08-28,4,Works well
REV-0018031,99472,759,119734,2013-08-10,4,Good overall
REV-0018032,99472,760,119734,2013-07-28,3,Mixed feelings
REV-0018033,99474,760,121056,2013-08-11,5,Highly recommend
REV-0018036,99502,2094,112711,2013-07-30,5,Highly recommend
REV-0018037,99512,475,127657,2013-08-01,4,Happy with purchase
REV-0018038,99514,493,128060,2013-08-05,3,"Decent, nothing special"
REV-0018040,99519,2331,128827,2013-08-15,4,Solid choice
REV-0018041,99522,2239,129167,2013-08-19,2,Some issues
REV-0018042,99531,600,107356,2013-08-08,5,Very satisfied
REV-0018043,99535,2054,108722,2013-08-21,2,Below expectations
REV-0018044,99537,1975,108816,2013-08-23,4,Solid choice
REV-0018047,99557,954,138877,2013-08-13,5,Very satisfied
REV-0018048,99559,1987,139107,2013-08-25,5,Highly recommend
REV-0018049,99560,1990,139139,2013-08-16,5,Very satisfied
REV-0018050,99564,981,132472,2013-08-11,2,Below expectations
REV-0018051,99565,559,139356,2013-08-28,4,Good overall
REV-0018052,99570,1000,133630,2013-08-21,4,Happy with purchase
REV-0018053,99571,927,133935,2013-08-25,4,Happy with purchase
REV-0018055,99581,786,136619,2013-08-24,5,Great quality
REV-0018057,99588,786,150992,2013-08-02,4,Works well
REV-0018058,99599,976,56746,2013-08-07,4,Happy with purchase
REV-0018059,99610,550,17058,2013-08-20,5,Excellent product!
REV-0018062,99621,757,65461,2013-08-30,2,Would not reorder
REV-0018065,99629,762,68675,2013-08-04,4,Solid choice
REV-0018066,99637,760,72470,2013-08-29,4,Solid choice
REV-0018072,99679,976,97476,2013-08-15,5,Excellent product!
REV-0018073,99687,488,122552,2013-08-05,4,Happy with purchase
REV-0018074,99692,1001,131810,2013-08-06,2,Would not reorder
REV-0018075,99703,632,107169,2013-07-28,3,"Decent, nothing special"
REV-0018076,99712,396,154755,2013-08-13,5,Great quality
REV-0018077,99714,725,143277,2013-08-25,5,Highly recommend
REV-0018078,99714,726,143277,2013-08-12,4,Solid choice
REV-0018079,99723,596,138785,2013-08-19,5,Highly recommend
REV-0018080,99724,785,138788,2013-08-11,4,Solid choice
REV-0018082,99727,785,142175,2013-08-10,4,Works well
REV-0018083,99742,94,148447,2013-08-19,5,Highly recommend
REV-0018084,99743,573,148494,2013-08-16,5,Very satisfied
REV-0018085,99747,647,153726,2013-08-25,5,Very satisfied
REV-0018086,99758,725,59457,2013-08-05,5,Great quality
REV-0018087,99760,1861,57877,2013-08-24,1,Poor quality
REV-0018088,99764,1974,56486,2013-08-24,4,Solid choice
REV-0018089,99767,92,40222,2013-08-18,5,Very satisfied
REV-0018090,99768,2045,40953,2013-08-06,5,Excellent product!
REV-0018091,99771,472,10593,2013-08-15,4,Solid choice
REV-0018092,99779,768,9849,2013-08-04,5,Great quality
REV-0018093,99785,396,1704,2013-08-02,4,Solid choice
REV-0018094,99786,2331,1730,2013-08-09,4,Happy with purchase
REV-0018096,99794,2205,2782,2013-08-01,4,Happy with purchase
REV-0018097,99799,2280,5121,2013-08-18,4,Solid choice
REV-0018099,99806,2218,5555,2013-08-05,1,Would not recommend
REV-0018100,99807,1085,7242,2013-08-01,5,Great quality
REV-0018101,99807,1086,7242,2013-08-21,4,Good overall
REV-0018104,99816,571,43760,2013-08-15,3,Average product
REV-0018105,99818,768,43943,2013-08-22,5,Highly recommend
REV-0018106,99841,2064,60615,2013-08-28,5,Highly recommend
REV-0018107,99845,596,53992,2013-08-29,1,Very disappointed
REV-0018108,99846,550,54034,2013-08-10,4,Happy with purchase
REV-0018109,99853,2045,61760,2013-08-04,3,"Decent, nothing special"
REV-0018110,99862,915,18068,2013-08-09,1,Would not recommend
REV-0018111,99869,716,19069,2013-08-23,5,Very satisfied
REV-0018113,99876,2054,97994,2013-07-29,3,"Decent, nothing special"
REV-0018114,99883,2375,98940,2013-08-18,5,Excellent product!
REV-0018115,99895,1965,25698,2013-08-06,2,Below expectations
REV-0018116,99907,2253,29022,2013-08-02,5,Highly recommend
REV-0018118,99916,609,35507,2013-08-06,4,Solid choice
REV-0018119,99918,1230,34316,2013-08-24,1,Not as described
REV-0018120,99922,976,78386,2013-08-15,5,Excellent product!
REV-0018121,99932,976,31892,2013-08-27,5,Excellent product!
REV-0018122,99938,976,32401,2013-08-13,5,Highly recommend
REV-0018124,99949,927,112516,2013-08-12,2,Would not reorder
REV-0018125,99950,502,115488,2013-08-11,5,Excellent product!
REV-0018127,99968,759,90684,2013-08-16,4,Works well
REV-0018128,99971,786,117622,2013-08-15,5,Great quality
REV-0018129,99976,981,117963,2013-08-14,5,Great quality
REV-0018130,99983,757,119603,2013-08-19,5,Highly recommend
REV-0018131,99984,1909,120126,2013-08-02,4,Happy with purchase
REV-0018132,99985,1093,120926,2013-07-31,5,Highly recommend
REV-0018133,99988,472,121290,2013-08-11,4,Good overall
REV-0018135,100036,676,123296,2013-08-16,3,"Decent, nothing special"
REV-0018136,100037,2252,123449,2013-07-31,4,Happy with purchase
REV-0018137,100039,2240,123450,2013-07-30,5,Highly recommend
REV-0018140,100063,2071,154942,2013-07-28,3,Mixed feelings
REV-0018141,100067,2218,153856,2013-07-29,3,Average product
REV-0018142,100071,2277,154130,2013-08-09,5,Excellent product!
REV-0018143,100072,725,154126,2013-08-06,5,Excellent product!
REV-0018145,100076,2277,142924,2013-08-08,3,Mixed feelings
REV-0018146,100081,761,145218,2013-08-09,3,Mixed feelings
REV-0018147,100084,1963,140195,2013-08-18,4,Happy with purchase
REV-0018148,100099,642,138163,2013-08-16,5,Very satisfied
REV-0018149,100109,2099,141268,2013-08-06,5,Highly recommend
REV-0018150,100112,472,141419,2013-08-05,3,"Decent, nothing special"
REV-0018151,100113,1094,141568,2013-08-07,5,Great quality
REV-0018152,100119,1511,141748,2013-08-03,4,Happy with purchase
REV-0018153,100123,1418,133224,2013-08-14,4,Solid choice
REV-0018154,100135,758,134622,2013-08-03,4,Good overall
REV-0018155,100137,2064,135147,2013-08-13,3,Average product
REV-0018157,100146,785,148426,2013-08-15,5,Excellent product!
REV-0018159,100161,2016,149554,2013-08-19,4,Good overall
REV-0018160,100163,2053,149765,2013-08-28,5,Very satisfied
REV-0018162,100174,475,59783,2013-08-09,5,Great quality
REV-0018163,100182,681,57079,2013-08-20,4,Good overall
REV-0018164,100184,596,48579,2013-08-08,4,Works well
REV-0018165,100186,915,48643,2013-08-10,5,Great quality
REV-0018166,100201,1181,11297,2013-08-10,1,Would not recommend
REV-0018168,100212,596,9037,2013-08-21,4,Happy with purchase
REV-0018169,100213,1196,9179,2013-08-10,4,Happy with purchase
REV-0018170,100218,2218,9898,2013-08-24,5,Excellent product!
REV-0018171,100219,785,9905,2013-08-04,4,Happy with purchase
REV-0018172,100231,1181,7784,2013-08-07,5,Excellent product!
REV-0018173,100234,604,65338,2013-08-20,5,Excellent product!
REV-0018174,100245,1040,44126,2013-08-03,1,Not as described
REV-0018176,100260,2250,39106,2013-08-05,4,Happy with purchase
REV-0018177,100260,2251,39106,2013-08-01,4,Good overall
REV-0018178,100263,733,40157,2013-08-17,4,Works well
REV-0018179,100271,634,60845,2013-08-15,4,Good overall
REV-0018185,100294,758,23417,2013-08-17,5,Great quality
REV-0018186,100301,498,17921,2013-08-20,1,Very disappointed
REV-0018187,100303,967,18002,2013-08-14,5,Great quality
REV-0018188,100304,2099,18024,2013-08-31,3,Average product
REV-0018190,100331,566,74503,2013-08-26,4,Works well
REV-0018191,100332,2235,75343,2013-08-08,5,Great quality
REV-0018193,100336,2263,72668,2013-08-16,4,Good overall
REV-0018194,100355,786,27546,2013-08-08,5,Great quality
REV-0018195,100358,2359,23755,2013-08-07,4,Works well
REV-0018196,100367,2005,24605,2013-08-03,3,"Decent, nothing special"
REV-0018197,100371,713,33897,2013-08-09,2,Would not reorder
REV-0018198,100372,714,33896,2013-08-09,3,Average product
REV-0018199,100374,2219,36421,2013-08-17,4,Happy with purchase
REV-0018200,100376,785,29663,2013-08-09,4,Works well
REV-0018201,100376,786,29663,2013-08-11,5,Very satisfied
REV-0018202,100378,976,29872,2013-08-08,2,Some issues
REV-0018203,100379,2074,29886,2013-08-14,4,Happy with purchase
REV-0018204,100383,2331,30013,2013-08-20,5,Great quality
REV-0018205,100386,2153,30136,2013-08-22,5,Very satisfied
REV-0018206,100387,2331,30262,2013-08-14,2,Below expectations
REV-0018207,100396,1131,31381,2013-08-14,4,Solid choice
REV-0018208,100400,1062,32537,2013-08-02,5,Highly recommend
REV-0018209,100401,964,32683,2013-08-18,5,Very satisfied
REV-0018213,100420,612,117406,2013-08-18,5,Very satisfied
REV-0018214,100425,964,105194,2013-07-31,3,"Decent, nothing special"
REV-0018216,100429,927,117491,2013-08-07,4,Works well
REV-0018217,100441,604,119280,2013-08-25,5,Very satisfied
REV-0018218,100442,2054,119295,2013-08-29,5,Highly recommend
REV-0018219,100445,786,119458,2013-08-17,4,Happy with purchase
REV-0018220,100447,927,119890,2013-08-26,5,Excellent product!
REV-0018221,100448,1213,120927,2013-08-08,5,Excellent product!
REV-0018222,100450,1227,46713,2013-08-17,5,Excellent product!
REV-0018223,100453,954,76013,2013-08-05,2,Would not reorder
REV-0018225,100467,2071,92388,2013-08-03,3,Mixed feelings
REV-0018226,100470,946,112859,2013-08-27,2,Would not reorder
REV-0018227,100473,2074,92618,2013-08-26,4,Good overall
REV-0018228,100498,2098,127056,2013-08-01,5,Great quality
REV-0018230,100507,729,107398,2013-08-11,4,Happy with purchase
REV-0018231,100520,2239,143046,2013-08-21,5,Excellent product!
REV-0018232,100537,786,140733,2013-08-09,3,"Decent, nothing special"
REV-0018233,100541,635,137894,2013-08-15,5,Great quality
REV-0018234,100544,264,138211,2013-08-20,4,Happy with purchase
REV-0018235,100544,270,138211,2013-08-21,5,Very satisfied
REV-0018236,100547,759,138403,2013-08-10,4,Good overall
REV-0018237,100555,1086,139193,2013-08-15,5,Great quality
REV-0018238,100563,571,133015,2013-08-10,4,Happy with purchase
REV-0018239,100567,1057,133685,2013-08-09,5,Highly recommend
REV-0018240,100568,1058,133683,2013-08-17,4,Works well
REV-0018241,100569,1003,133951,2013-08-15,5,Excellent product!
REV-0018242,100576,788,136250,2013-08-03,5,Very satisfied
REV-0018243,100587,2331,148927,2013-08-03,5,Highly recommend
REV-0018244,100591,1034,48862,2013-08-02,4,Works well
REV-0018246,100612,786,40914,2013-08-13,1,Would not recommend
REV-0018248,100634,2286,9524,2013-07-30,5,Great quality
REV-0018249,100636,1109,9584,2013-08-14,5,Great quality
REV-0018251,100650,93,8061,2013-07-31,3,Average product
REV-0018254,100685,1974,50152,2013-08-05,5,Excellent product!
REV-0018256,100705,573,54795,2013-08-08,5,Excellent product!
REV-0018257,100706,164,21182,2013-08-09,5,Excellent product!
REV-0018258,100708,622,21512,2013-08-10,5,Great quality
REV-0018259,100709,976,23639,2013-09-03,4,Good overall
REV-0018261,100722,133,22826,2013-08-02,4,Good overall
REV-0018262,100730,804,74296,2013-08-23,5,Very satisfied
REV-0018263,100741,826,27666,2013-08-03,5,Highly recommend
REV-0018264,100764,2269,32475,2013-08-23,4,Solid choice
REV-0018265,100776,826,116396,2013-08-15,4,Happy with purchase
REV-0018266,100777,2255,116459,2013-08-25,4,Good overall
REV-0018267,100780,4,102802,2013-08-14,4,Solid choice
REV-0018268,100780,2280,102802,2013-08-12,4,Good overall
REV-0018270,100800,502,118570,2013-08-10,4,Good overall
REV-0018271,100817,2352,101681,2013-08-07,4,Happy with purchase
REV-0018272,100818,638,102163,2013-08-03,3,"Decent, nothing special"
REV-0018274,100825,964,94304,2013-08-28,4,Good overall
REV-0018276,100829,796,124464,2013-08-09,5,Very satisfied
REV-0018278,100837,758,124059,2013-08-09,4,Good overall
REV-0018280,100850,396,123523,2013-08-08,5,Highly recommend
REV-0018281,100853,676,130471,2013-07-31,5,Great quality
REV-0018282,100857,2331,131325,2013-08-10,5,Highly recommend
REV-0018283,100859,632,107194,2013-08-10,4,Solid choice
REV-0018284,100863,510,108968,2013-08-30,3,Mixed feelings
REV-0018286,100866,733,154606,2013-08-24,4,Good overall
REV-0018287,100870,1000,142702,2013-08-04,5,Excellent product!
REV-0018290,100891,786,141065,2013-08-16,5,Highly recommend
REV-0018291,100898,1093,141219,2013-08-17,5,Excellent product!
REV-0018292,100901,753,141536,2013-08-15,5,Highly recommend
REV-0018294,100904,758,139188,2013-08-22,2,Some issues
REV-0018295,100905,1065,139359,2013-08-22,4,Happy with purchase
REV-0018296,100914,133,133625,2013-08-28,5,Highly recommend
REV-0018299,100930,760,136455,2013-08-22,5,Highly recommend
REV-0018300,100940,571,149239,2013-08-23,2,Below expectations
REV-0018301,100961,632,41138,2013-08-16,2,Would not reorder
REV-0018304,100986,757,16185,2013-08-06,5,Very satisfied
REV-0018305,100989,990,9570,2013-08-12,5,Very satisfied
REV-0018308,100994,762,2863,2013-08-17,3,"Decent, nothing special"
REV-0018309,100997,2343,8592,2013-08-21,4,Works well
REV-0018310,100999,2081,5071,2013-08-22,3,"Decent, nothing special"
REV-0018311,101002,1088,6646,2013-08-07,4,Good overall
REV-0018312,101006,2213,5611,2013-08-08,5,Excellent product!
REV-0018313,101009,734,7297,2013-08-11,5,Highly recommend
REV-0018314,101013,681,4237,2013-08-01,4,Works well
REV-0018315,101015,1963,4511,2013-08-23,4,Happy with purchase
REV-0018316,101016,1962,4511,2013-08-19,5,Excellent product!
REV-0018317,101018,2045,65289,2013-08-24,4,Happy with purchase
REV-0018319,101021,1057,43790,2013-08-15,4,Solid choice
REV-0018323,101040,753,38067,2013-08-05,3,"Decent, nothing special"
REV-0018324,101045,761,60715,2013-08-09,4,Works well
REV-0018325,101049,1066,63462,2013-08-16,4,Good overall
REV-0018326,101053,2255,54321,2013-09-01,5,Great quality
REV-0018327,101060,1174,21652,2013-08-15,4,Solid choice
REV-0018328,101067,1062,18729,2013-08-28,4,Happy with purchase
REV-0018329,101068,1061,18730,2013-08-20,4,Happy with purchase
REV-0018332,101082,786,45841,2013-08-11,1,Not as described
REV-0018334,101098,915,24962,2013-08-13,4,Good overall
REV-0018335,101107,2396,34461,2013-08-23,4,Good overall
REV-0018336,101113,1139,30437,2013-08-11,5,Very satisfied
REV-0018337,101118,964,31100,2013-08-27,4,Works well
REV-0018338,101120,2277,31457,2013-08-10,4,Works well
REV-0018339,101134,676,115833,2013-08-11,4,Good overall
REV-0018342,101144,1000,104591,2013-08-28,3,Average product
REV-0018343,101150,1174,117933,2013-08-22,5,Great quality
REV-0018344,101158,1188,122037,2013-09-02,4,Good overall
REV-0018345,101161,2277,109999,2013-08-24,4,Works well
REV-0018346,101162,437,85640,2013-08-17,5,Highly recommend
REV-0018347,101168,2353,82379,2013-08-30,5,Very satisfied
REV-0018348,101169,1005,99895,2013-08-23,4,Good overall
REV-0018352,101192,2180,125391,2013-08-24,2,Some issues
REV-0018354,101218,946,108333,2013-08-26,5,Great quality
REV-0018355,101224,1131,155879,2013-08-30,1,Poor quality
REV-0018356,101233,785,145186,2013-08-14,5,Great quality
REV-0018357,101242,2331,140027,2013-08-20,4,Good overall
REV-0018358,101253,2380,138506,2013-08-24,4,Solid choice
REV-0018359,101257,1181,141451,2013-08-05,4,Solid choice
REV-0018360,101258,2045,141489,2013-08-21,4,Works well
REV-0018361,101264,785,142062,2013-08-30,4,Good overall
REV-0018363,101272,2400,133033,2013-08-18,5,Great quality
REV-0018364,101275,2064,133823,2013-08-29,5,Excellent product!
REV-0018368,101305,2255,58790,2013-08-10,5,Excellent product!
REV-0018369,101312,2250,56819,2013-08-06,4,Good overall
REV-0018370,101317,493,40562,2013-08-30,4,Happy with purchase
REV-0018371,101318,1168,41782,2013-08-09,4,Good overall
REV-0018372,101330,786,12210,2013-08-13,5,Highly recommend
REV-0018374,101339,1111,14245,2013-08-21,5,Very satisfied
REV-0018375,101340,634,15264,2013-08-09,3,"Decent, nothing special"
REV-0018376,101349,502,1915,2013-08-26,4,Good overall
REV-0018377,101351,966,2169,2013-08-14,4,Happy with purchase
REV-0018378,101359,2054,7264,2013-09-01,3,Average product
REV-0018379,101360,502,7481,2013-07-31,5,Excellent product!
REV-0018380,101371,1139,66653,2013-08-29,5,Highly recommend
REV-0018381,101384,1226,60408,2013-08-01,5,Highly recommend
REV-0018382,101388,1061,53826,2013-08-13,2,Below expectations
REV-0018383,101388,1062,53826,2013-08-19,5,Great quality
REV-0018384,101390,954,54079,2013-08-05,4,Happy with purchase
REV-0018385,101405,642,17760,2013-08-06,2,Below expectations
REV-0018389,101413,2380,22953,2013-09-01,4,Good overall
REV-0018391,101420,1227,52783,2013-08-11,5,Excellent product!
REV-0018392,101421,1215,52863,2013-08-13,3,"Decent, nothing special"
REV-0018393,101425,1168,74169,2013-08-15,4,Solid choice
REV-0018394,101425,1215,74169,2013-08-18,4,Happy with purchase
REV-0018395,101430,2387,77401,2013-08-16,4,Good overall
