snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,product_name,category,segment,year,month
2016-10-31,910,600,13,12,0,1500.0,1.0,0,1,0,0.0196,HanoiStreet UE-19,Streetwear,Performance,2016,10
2016-11-30,910,601,12,11,0,1639.1,1.0,0,1,0,0.018,HanoiStreet UE-19,Streetwear,Performance,2016,11
2016-12-31,910,603,11,9,0,2010.0,1.0,0,1,0,0.0147,HanoiStreet UE-19,Streetwear,Performance,2016,12
2017-01-31,910,603,6,6,1,3015.0,0.9667,1,1,0,0.0099,HanoiStreet UE-19,Streetwear,Performance,2017,1
2017-02-28,910,604,11,10,2,1812.0,0.9333,1,1,0,0.0163,HanoiStreet UE-19,Streetwear,Performance,2017,2
2017-03-31,910,608,21,17,1,1072.9,0.9667,1,1,0,0.0272,HanoiStreet UE-19,Streetwear,Performance,2017,3
2017-04-30,910,612,43,39,1,470.8,0.9667,1,1,0,0.0599,HanoiStreet UE-19,Streetwear,Performance,2017,4
2017-05-31,910,619,45,38,0,488.7,1.0,0,1,0,0.0578,HanoiStreet UE-19,Streetwear,Performance,2017,5
2017-06-30,910,624,35,30,2,624.0,0.9333,1,1,0,0.0459,HanoiStreet UE-19,Streetwear,Performance,2017,6
2017-07-31,910,626,15,13,2,1444.6,0.9333,1,1,0,0.0203,HanoiStreet UE-19,Streetwear,Performance,2017,7
2017-08-31,910,627,17,16,1,1175.6,0.9667,1,1,0,0.0249,HanoiStreet UE-19,Streetwear,Performance,2017,8
2017-09-30,910,627,1,1,0,18810.0,1.0,0,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2017,9
2017-10-31,910,627,6,6,2,3135.0,0.9333,1,1,0,0.0095,HanoiStreet UE-19,Streetwear,Performance,2017,10
2017-11-30,910,627,2,2,2,9405.0,0.9333,1,1,0,0.0032,HanoiStreet UE-19,Streetwear,Performance,2017,11
2017-12-31,910,628,5,4,0,4710.0,1.0,0,1,0,0.0063,HanoiStreet UE-19,Streetwear,Performance,2017,12
2018-01-31,910,628,2,2,2,9420.0,0.9333,1,1,0,0.0032,HanoiStreet UE-19,Streetwear,Performance,2018,1
2018-02-28,910,628,5,5,1,3768.0,0.9667,1,1,0,0.0079,HanoiStreet UE-19,Streetwear,Performance,2018,2
2018-03-31,910,628,5,5,2,3768.0,0.9333,1,1,0,0.0079,HanoiStreet UE-19,Streetwear,Performance,2018,3
2018-04-30,910,629,11,10,1,1887.0,0.9667,1,1,0,0.0156,HanoiStreet UE-19,Streetwear,Performance,2018,4
2018-05-31,910,631,11,9,2,2103.3,0.9333,1,1,0,0.0141,HanoiStreet UE-19,Streetwear,Performance,2018,5
2018-06-30,910,632,7,6,0,3160.0,1.0,0,1,0,0.0094,HanoiStreet UE-19,Streetwear,Performance,2018,6
2018-07-31,910,632,5,5,0,3792.0,1.0,0,1,0,0.0078,HanoiStreet UE-19,Streetwear,Performance,2018,7
2018-08-31,910,633,5,4,0,4747.5,1.0,0,1,0,0.0063,HanoiStreet UE-19,Streetwear,Performance,2018,8
2018-11-30,910,633,1,1,0,18990.0,1.0,0,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2018,11
2019-05-31,910,633,1,1,1,18990.0,0.9667,1,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2019,5
2019-06-30,910,633,1,1,2,18990.0,0.9333,1,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2019,6
2019-10-31,910,633,2,2,0,9495.0,1.0,0,1,0,0.0031,HanoiStreet UE-19,Streetwear,Performance,2019,10
2019-12-31,910,633,1,1,0,18990.0,1.0,0,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2019,12
2020-08-31,910,633,1,1,1,18990.0,0.9667,1,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2020,8
2021-04-30,910,633,1,1,2,18990.0,0.9333,1,1,0,0.0016,HanoiStreet UE-19,Streetwear,Performance,2021,4
2013-12-31,913,6,2,2,2,90.0,0.9333,1,0,0,0.25,HanoiStreet UE-22,Streetwear,Performance,2013,12
2014-02-28,913,6,3,3,2,60.0,0.9333,1,0,0,0.3333,HanoiStreet UE-22,Streetwear,Performance,2014,2
2014-03-31,913,7,7,6,0,35.0,1.0,0,0,0,0.4615,HanoiStreet UE-22,Streetwear,Performance,2014,3
2014-04-30,913,9,17,15,8,18.0,0.7333,1,0,0,0.625,HanoiStreet UE-22,Streetwear,Performance,2014,4
2014-05-31,913,11,14,12,3,27.5,0.9,1,0,0,0.5217,HanoiStreet UE-22,Streetwear,Performance,2014,5
2014-06-30,913,13,12,10,1,39.0,0.9667,1,0,0,0.4348,HanoiStreet UE-22,Streetwear,Performance,2014,6
2014-07-31,913,14,10,9,1,46.7,0.9667,1,0,0,0.3913,HanoiStreet UE-22,Streetwear,Performance,2014,7
2014-08-31,913,14,6,6,1,70.0,0.9667,1,0,0,0.3,HanoiStreet UE-22,Streetwear,Performance,2014,8
2014-09-30,913,15,8,7,0,64.3,1.0,0,0,0,0.3182,HanoiStreet UE-22,Streetwear,Performance,2014,9
2014-10-31,913,15,3,3,0,150.0,1.0,0,1,0,0.1667,HanoiStreet UE-22,Streetwear,Performance,2014,10
2014-11-30,913,15,3,3,2,150.0,0.9333,1,1,0,0.1667,HanoiStreet UE-22,Streetwear,Performance,2014,11
2014-12-31,913,15,2,2,2,225.0,0.9333,1,1,0,0.1176,HanoiStreet UE-22,Streetwear,Performance,2014,12
2015-01-31,913,15,1,1,1,450.0,0.9667,1,1,0,0.0625,HanoiStreet UE-22,Streetwear,Performance,2015,1
2015-02-28,913,15,2,2,1,225.0,0.9667,1,1,0,0.1176,HanoiStreet UE-22,Streetwear,Performance,2015,2
2015-03-31,913,15,3,3,0,150.0,1.0,0,1,0,0.1667,HanoiStreet UE-22,Streetwear,Performance,2015,3
2015-04-30,913,17,12,10,1,51.0,0.9667,1,0,0,0.3704,HanoiStreet UE-22,Streetwear,Performance,2015,4
2015-05-31,913,17,2,2,2,255.0,0.9333,1,1,0,0.1053,HanoiStreet UE-22,Streetwear,Performance,2015,5
2015-06-30,913,18,6,5,0,108.0,1.0,0,1,0,0.2174,HanoiStreet UE-22,Streetwear,Performance,2015,6
2015-07-31,913,18,2,2,0,270.0,1.0,0,1,0,0.1,HanoiStreet UE-22,Streetwear,Performance,2015,7
2015-08-31,913,18,4,4,1,135.0,0.9667,1,1,0,0.1818,HanoiStreet UE-22,Streetwear,Performance,2015,8
2015-09-30,913,18,2,2,0,270.0,1.0,0,1,0,0.1,HanoiStreet UE-22,Streetwear,Performance,2015,9
2015-10-31,913,18,2,2,1,270.0,0.9667,1,1,0,0.1,HanoiStreet UE-22,Streetwear,Performance,2015,10
2015-11-30,913,18,4,4,0,135.0,1.0,0,1,0,0.1818,HanoiStreet UE-22,Streetwear,Performance,2015,11
2015-12-31,913,18,3,3,2,180.0,0.9333,1,1,0,0.1429,HanoiStreet UE-22,Streetwear,Performance,2015,12
2016-01-31,913,19,5,4,0,142.5,1.0,0,1,0,0.1739,HanoiStreet UE-22,Streetwear,Performance,2016,1
2016-02-29,913,19,1,1,0,570.0,1.0,0,1,0,0.05,HanoiStreet UE-22,Streetwear,Performance,2016,2
2016-03-31,913,20,10,9,0,66.7,1.0,0,0,0,0.3103,HanoiStreet UE-22,Streetwear,Performance,2016,3
2016-04-30,913,21,15,14,0,45.0,1.0,0,0,0,0.4,HanoiStreet UE-22,Streetwear,Performance,2016,4
2016-05-31,913,22,9,8,1,82.5,0.9667,1,0,0,0.2667,HanoiStreet UE-22,Streetwear,Performance,2016,5
2016-06-30,913,24,14,12,0,60.0,1.0,0,0,0,0.3333,HanoiStreet UE-22,Streetwear,Performance,2016,6
2016-07-31,913,24,4,4,0,180.0,1.0,0,1,0,0.1429,HanoiStreet UE-22,Streetwear,Performance,2016,7
2016-08-31,913,24,5,5,2,144.0,0.9333,1,1,0,0.1724,HanoiStreet UE-22,Streetwear,Performance,2016,8
2016-09-30,913,24,8,8,2,90.0,0.9333,1,0,0,0.25,HanoiStreet UE-22,Streetwear,Performance,2016,9
2016-10-31,913,24,5,5,2,144.0,0.9333,1,1,0,0.1724,HanoiStreet UE-22,Streetwear,Performance,2016,10
2016-11-30,913,24,3,3,2,240.0,0.9333,1,1,0,0.1111,HanoiStreet UE-22,Streetwear,Performance,2016,11
2016-12-31,913,24,1,1,0,720.0,1.0,0,1,0,0.04,HanoiStreet UE-22,Streetwear,Performance,2016,12
2017-01-31,913,24,2,2,0,360.0,1.0,0,1,0,0.0769,HanoiStreet UE-22,Streetwear,Performance,2017,1
2017-02-28,913,24,3,3,0,240.0,1.0,0,1,0,0.1111,HanoiStreet UE-22,Streetwear,Performance,2017,2
2017-03-31,913,24,3,3,2,240.0,0.9333,1,1,0,0.1111,HanoiStreet UE-22,Streetwear,Performance,2017,3
2017-04-30,913,25,7,6,0,125.0,1.0,0,1,0,0.1935,HanoiStreet UE-22,Streetwear,Performance,2017,4
2017-05-31,913,25,3,3,2,250.0,0.9333,1,1,0,0.1071,HanoiStreet UE-22,Streetwear,Performance,2017,5
2017-06-30,913,25,4,4,1,187.5,0.9667,1,1,0,0.1379,HanoiStreet UE-22,Streetwear,Performance,2017,6
2017-07-31,913,26,5,4,0,195.0,1.0,0,1,0,0.1333,HanoiStreet UE-22,Streetwear,Performance,2017,7
2017-08-31,913,27,5,4,0,202.5,1.0,0,1,0,0.129,HanoiStreet UE-22,Streetwear,Performance,2017,8
2017-09-30,913,27,2,2,2,405.0,0.9333,1,1,0,0.069,HanoiStreet UE-22,Streetwear,Performance,2017,9
2017-10-31,913,27,2,2,0,405.0,1.0,0,1,0,0.069,HanoiStreet UE-22,Streetwear,Performance,2017,10
2017-11-30,913,28,5,4,2,210.0,0.9333,1,1,0,0.125,HanoiStreet UE-22,Streetwear,Performance,2017,11
2017-12-31,913,28,2,2,2,420.0,0.9333,1,1,0,0.0667,HanoiStreet UE-22,Streetwear,Performance,2017,12
2018-01-31,913,28,1,1,2,840.0,0.9333,1,1,0,0.0345,HanoiStreet UE-22,Streetwear,Performance,2018,1
2018-03-31,913,28,2,2,1,420.0,0.9667,1,1,0,0.0667,HanoiStreet UE-22,Streetwear,Performance,2018,3
2018-04-30,913,28,1,1,0,840.0,1.0,0,1,0,0.0345,HanoiStreet UE-22,Streetwear,Performance,2018,4
2018-05-31,913,28,3,3,1,280.0,0.9667,1,1,0,0.0968,HanoiStreet UE-22,Streetwear,Performance,2018,5
2018-06-30,913,29,5,4,1,217.5,0.9667,1,1,0,0.1212,HanoiStreet UE-22,Streetwear,Performance,2018,6
2018-07-31,913,29,2,2,1,435.0,0.9667,1,1,0,0.0645,HanoiStreet UE-22,Streetwear,Performance,2018,7
2018-08-31,913,29,2,2,1,435.0,0.9667,1,1,0,0.0645,HanoiStreet UE-22,Streetwear,Performance,2018,8
2019-01-31,913,29,2,2,1,435.0,0.9667,1,1,0,0.0645,HanoiStreet UE-22,Streetwear,Performance,2019,1
2020-04-30,913,29,1,1,2,870.0,0.9333,1,1,0,0.0333,HanoiStreet UE-22,Streetwear,Performance,2020,4
2020-07-31,913,29,1,1,2,870.0,0.9333,1,1,0,0.0333,HanoiStreet UE-22,Streetwear,Performance,2020,7
2022-04-30,913,29,1,1,0,870.0,1.0,0,1,0,0.0333,HanoiStreet UE-22,Streetwear,Performance,2022,4
2012-07-31,914,22,8,7,1,94.3,0.9667,1,1,0,0.2414,HanoiStreet UE-23,Streetwear,Performance,2012,7
2012-08-31,914,23,10,9,2,76.7,0.9333,1,0,0,0.2812,HanoiStreet UE-23,Streetwear,Performance,2012,8
2012-09-30,914,23,6,6,0,115.0,1.0,0,1,0,0.2069,HanoiStreet UE-23,Streetwear,Performance,2012,9
2012-10-31,914,23,2,2,1,345.0,0.9667,1,1,0,0.08,HanoiStreet UE-23,Streetwear,Performance,2012,10
2012-11-30,914,23,2,2,1,345.0,0.9667,1,1,0,0.08,HanoiStreet UE-23,Streetwear,Performance,2012,11
2012-12-31,914,23,2,2,1,345.0,0.9667,1,1,0,0.08,HanoiStreet UE-23,Streetwear,Performance,2012,12
2013-01-31,914,23,3,3,0,230.0,1.0,0,1,0,0.1154,HanoiStreet UE-23,Streetwear,Performance,2013,1
2013-02-28,914,24,8,7,1,102.9,0.9667,1,1,0,0.2258,HanoiStreet UE-23,Streetwear,Performance,2013,2
2013-03-31,914,25,7,6,2,125.0,0.9333,1,1,0,0.1935,HanoiStreet UE-23,Streetwear,Performance,2013,3
2013-04-30,914,27,11,9,2,90.0,0.9333,1,0,0,0.25,HanoiStreet UE-23,Streetwear,Performance,2013,4
2013-05-31,914,28,10,9,1,93.3,0.9667,1,1,0,0.2432,HanoiStreet UE-23,Streetwear,Performance,2013,5
2013-06-30,914,29,8,7,2,124.3,0.9333,1,1,0,0.1944,HanoiStreet UE-23,Streetwear,Performance,2013,6
2013-07-31,914,29,5,5,0,174.0,1.0,0,1,0,0.1471,HanoiStreet UE-23,Streetwear,Performance,2013,7
2013-08-31,914,29,5,5,0,174.0,1.0,0,1,0,0.1471,HanoiStreet UE-23,Streetwear,Performance,2013,8
2013-09-30,914,29,3,3,1,290.0,0.9667,1,1,0,0.0938,HanoiStreet UE-23,Streetwear,Performance,2013,9
2013-10-31,914,29,1,1,1,870.0,0.9667,1,1,0,0.0333,HanoiStreet UE-23,Streetwear,Performance,2013,10
2013-11-30,914,30,5,4,2,225.0,0.9333,1,1,0,0.1176,HanoiStreet UE-23,Streetwear,Performance,2013,11
2013-12-31,914,30,2,2,0,450.0,1.0,0,1,0,0.0625,HanoiStreet UE-23,Streetwear,Performance,2013,12
2014-02-28,914,31,6,5,0,186.0,1.0,0,1,0,0.1389,HanoiStreet UE-23,Streetwear,Performance,2014,2
2014-03-31,914,31,1,1,0,930.0,1.0,0,1,0,0.0312,HanoiStreet UE-23,Streetwear,Performance,2014,3
2014-04-30,914,31,4,4,2,232.5,0.9333,1,1,0,0.1143,HanoiStreet UE-23,Streetwear,Performance,2014,4
2014-05-31,914,31,2,2,1,465.0,0.9667,1,1,0,0.0606,HanoiStreet UE-23,Streetwear,Performance,2014,5
2014-06-30,914,31,3,3,1,310.0,0.9667,1,1,0,0.0882,HanoiStreet UE-23,Streetwear,Performance,2014,6
2014-07-31,914,31,3,3,1,310.0,0.9667,1,1,0,0.0882,HanoiStreet UE-23,Streetwear,Performance,2014,7
2014-09-30,914,31,5,5,2,186.0,0.9333,1,1,0,0.1389,HanoiStreet UE-23,Streetwear,Performance,2014,9
2014-10-31,914,31,1,1,2,930.0,0.9333,1,1,0,0.0312,HanoiStreet UE-23,Streetwear,Performance,2014,10
2014-11-30,914,31,1,1,0,930.0,1.0,0,1,0,0.0312,HanoiStreet UE-23,Streetwear,Performance,2014,11
2015-04-30,914,33,10,8,0,123.8,1.0,0,1,0,0.1951,HanoiStreet UE-23,Streetwear,Performance,2015,4
2015-05-31,914,34,8,7,1,145.7,0.9667,1,1,0,0.1707,HanoiStreet UE-23,Streetwear,Performance,2015,5
2015-06-30,914,34,3,3,1,340.0,0.9667,1,1,0,0.0811,HanoiStreet UE-23,Streetwear,Performance,2015,6
2015-07-31,914,35,7,6,1,175.0,0.9667,1,1,0,0.1463,HanoiStreet UE-23,Streetwear,Performance,2015,7
2015-08-31,914,35,3,3,2,350.0,0.9333,1,1,0,0.0789,HanoiStreet UE-23,Streetwear,Performance,2015,8
2015-10-31,914,35,1,1,0,1050.0,1.0,0,1,0,0.0278,HanoiStreet UE-23,Streetwear,Performance,2015,10
2015-11-30,914,35,1,1,1,1050.0,0.9667,1,1,0,0.0278,HanoiStreet UE-23,Streetwear,Performance,2015,11
2016-04-30,914,35,2,2,0,525.0,1.0,0,1,0,0.0541,HanoiStreet UE-23,Streetwear,Performance,2016,4
2016-09-30,914,35,1,1,2,1050.0,0.9333,1,1,0,0.0278,HanoiStreet UE-23,Streetwear,Performance,2016,9
2019-06-30,914,35,1,1,2,1050.0,0.9333,1,1,0,0.0278,HanoiStreet UE-23,Streetwear,Performance,2019,6
2012-07-31,915,199,75,62,1,96.3,0.9667,1,1,0,0.2375,HanoiStreet UE-24,Streetwear,Performance,2012,7
2012-08-31,915,223,116,92,1,72.7,0.9667,1,0,0,0.2921,HanoiStreet UE-24,Streetwear,Performance,2012,8
2012-09-30,915,235,68,56,0,125.9,1.0,0,1,0,0.1924,HanoiStreet UE-24,Streetwear,Performance,2012,9
2012-10-31,915,240,41,36,2,200.0,0.9333,1,1,0,0.1304,HanoiStreet UE-24,Streetwear,Performance,2012,10
2012-11-30,915,246,35,29,0,254.5,1.0,0,1,0,0.1055,HanoiStreet UE-24,Streetwear,Performance,2012,11
2012-12-31,915,249,26,23,2,324.8,0.9333,1,1,0,0.0846,HanoiStreet UE-24,Streetwear,Performance,2012,12
2013-01-31,915,251,15,13,2,579.2,0.9333,1,1,0,0.0492,HanoiStreet UE-24,Streetwear,Performance,2013,1
2013-02-28,915,258,46,39,2,198.5,0.9333,1,1,0,0.1313,HanoiStreet UE-24,Streetwear,Performance,2013,2
2013-03-31,915,272,91,77,0,106.0,1.0,0,1,0,0.2206,HanoiStreet UE-24,Streetwear,Performance,2013,3
2013-04-30,915,291,113,94,2,92.9,0.9333,1,1,0,0.2442,HanoiStreet UE-24,Streetwear,Performance,2013,4
2013-05-31,915,306,73,58,0,158.3,1.0,0,1,0,0.1593,HanoiStreet UE-24,Streetwear,Performance,2013,5
2013-06-30,915,321,77,62,1,155.3,0.9667,1,1,0,0.1619,HanoiStreet UE-24,Streetwear,Performance,2013,6
2013-07-31,915,340,100,81,1,125.9,0.9667,1,1,0,0.1924,HanoiStreet UE-24,Streetwear,Performance,2013,7
2013-08-31,915,360,98,78,2,138.5,0.9333,1,1,0,0.1781,HanoiStreet UE-24,Streetwear,Performance,2013,8
2013-09-30,915,369,48,39,1,283.8,0.9667,1,1,0,0.0956,HanoiStreet UE-24,Streetwear,Performance,2013,9
2013-10-31,915,372,29,26,0,429.2,1.0,0,1,0,0.0653,HanoiStreet UE-24,Streetwear,Performance,2013,10
2013-11-30,915,375,16,13,2,865.4,0.9333,1,1,0,0.0335,HanoiStreet UE-24,Streetwear,Performance,2013,11
2013-12-31,915,377,15,13,1,870.0,0.9667,1,1,0,0.0333,HanoiStreet UE-24,Streetwear,Performance,2013,12
2014-01-31,915,377,5,5,2,2262.0,0.9333,1,1,0,0.0131,HanoiStreet UE-24,Streetwear,Performance,2014,1
2014-02-28,915,381,22,18,1,635.0,0.9667,1,1,0,0.0451,HanoiStreet UE-24,Streetwear,Performance,2014,2
2014-03-31,915,388,52,45,1,258.7,0.9667,1,1,0,0.1039,HanoiStreet UE-24,Streetwear,Performance,2014,3
2014-04-30,915,400,73,61,0,196.7,1.0,0,1,0,0.1323,HanoiStreet UE-24,Streetwear,Performance,2014,4
2014-05-31,915,407,50,43,2,284.0,0.9333,1,1,0,0.0956,HanoiStreet UE-24,Streetwear,Performance,2014,5
2014-06-30,915,410,30,27,2,455.6,0.9333,1,1,0,0.0618,HanoiStreet UE-24,Streetwear,Performance,2014,6
2014-07-31,915,413,34,31,1,399.7,0.9667,1,1,0,0.0698,HanoiStreet UE-24,Streetwear,Performance,2014,7
2014-08-31,915,415,24,22,0,565.9,1.0,0,1,0,0.0503,HanoiStreet UE-24,Streetwear,Performance,2014,8
2014-09-30,915,415,3,3,0,4150.0,1.0,0,1,0,0.0072,HanoiStreet UE-24,Streetwear,Performance,2014,9
2014-10-31,915,416,5,4,1,3120.0,0.9667,1,1,0,0.0095,HanoiStreet UE-24,Streetwear,Performance,2014,10
2014-11-30,915,416,2,2,2,6240.0,0.9333,1,1,0,0.0048,HanoiStreet UE-24,Streetwear,Performance,2014,11
2014-12-31,915,416,1,1,2,12480.0,0.9333,1,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2014,12
2015-01-31,915,416,1,1,1,12480.0,0.9667,1,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2015,1
2015-02-28,915,416,5,5,0,2496.0,1.0,0,1,0,0.0119,HanoiStreet UE-24,Streetwear,Performance,2015,2
2015-03-31,915,416,4,4,2,3120.0,0.9333,1,1,0,0.0095,HanoiStreet UE-24,Streetwear,Performance,2015,3
2015-04-30,915,416,4,4,1,3120.0,0.9667,1,1,0,0.0095,HanoiStreet UE-24,Streetwear,Performance,2015,4
2015-05-31,915,417,5,4,0,3127.5,1.0,0,1,0,0.0095,HanoiStreet UE-24,Streetwear,Performance,2015,5
2015-06-30,915,418,6,5,2,2508.0,0.9333,1,1,0,0.0118,HanoiStreet UE-24,Streetwear,Performance,2015,6
2015-07-31,915,418,1,1,1,12540.0,0.9667,1,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2015,7
2015-08-31,915,418,1,1,0,12540.0,1.0,0,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2015,8
2015-09-30,915,418,1,1,2,12540.0,0.9333,1,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2015,9
2016-03-31,915,418,1,1,1,12540.0,0.9667,1,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2016,3
2016-08-31,915,418,1,1,0,12540.0,1.0,0,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2016,8
2017-07-31,915,418,1,1,0,12540.0,1.0,0,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2017,7
2022-10-31,915,418,1,1,0,12540.0,1.0,0,1,0,0.0024,HanoiStreet UE-24,Streetwear,Performance,2022,10
2020-04-30,916,15,5,5,0,90.0,1.0,0,0,0,0.25,HanoiStreet UE-25,Streetwear,Performance,2020,4
2020-05-31,916,16,7,6,0,80.0,1.0,0,0,0,0.2727,HanoiStreet UE-25,Streetwear,Performance,2020,5
2020-06-30,916,16,1,1,2,480.0,0.9333,1,1,0,0.0588,HanoiStreet UE-25,Streetwear,Performance,2020,6
2020-07-31,916,17,6,5,1,102.0,0.9667,1,1,0,0.2273,HanoiStreet UE-25,Streetwear,Performance,2020,7
2020-08-31,916,17,1,1,1,510.0,0.9667,1,1,0,0.0556,HanoiStreet UE-25,Streetwear,Performance,2020,8
2020-09-30,916,17,2,2,0,255.0,1.0,0,1,0,0.1053,HanoiStreet UE-25,Streetwear,Performance,2020,9
2020-11-30,916,17,1,1,1,510.0,0.9667,1,1,0,0.0556,HanoiStreet UE-25,Streetwear,Performance,2020,11
2021-02-28,916,17,1,1,1,510.0,0.9667,1,1,0,0.0556,HanoiStreet UE-25,Streetwear,Performance,2021,2
2021-03-31,916,17,3,3,1,170.0,0.9667,1,1,0,0.15,HanoiStreet UE-25,Streetwear,Performance,2021,3
2021-04-30,916,17,5,5,1,102.0,0.9667,1,1,0,0.2273,HanoiStreet UE-25,Streetwear,Performance,2021,4
2021-05-31,916,17,2,2,1,255.0,0.9667,1,1,0,0.1053,HanoiStreet UE-25,Streetwear,Performance,2021,5
2021-06-30,916,17,3,3,1,170.0,0.9667,1,1,0,0.15,HanoiStreet UE-25,Streetwear,Performance,2021,6
2021-07-31,916,17,2,2,1,255.0,0.9667,1,1,0,0.1053,HanoiStreet UE-25,Streetwear,Performance,2021,7
2021-08-31,916,17,4,4,1,127.5,0.9667,1,1,0,0.1905,HanoiStreet UE-25,Streetwear,Performance,2021,8
2021-09-30,916,17,3,3,1,170.0,0.9667,1,1,0,0.15,HanoiStreet UE-25,Streetwear,Performance,2021,9
2021-10-31,916,17,3,3,0,170.0,1.0,0,1,0,0.15,HanoiStreet UE-25,Streetwear,Performance,2021,10
2021-11-30,916,17,2,2,2,255.0,0.9333,1,1,0,0.1053,HanoiStreet UE-25,Streetwear,Performance,2021,11
2021-12-31,916,17,2,2,1,255.0,0.9667,1,1,0,0.1053,HanoiStreet UE-25,Streetwear,Performance,2021,12
2022-01-31,916,17,5,5,0,102.0,1.0,0,1,0,0.2273,HanoiStreet UE-25,Streetwear,Performance,2022,1
2022-02-28,916,19,9,7,1,81.4,0.9667,1,0,0,0.2692,HanoiStreet UE-25,Streetwear,Performance,2022,2
2022-03-31,916,19,7,7,1,81.4,0.9667,1,0,0,0.2692,HanoiStreet UE-25,Streetwear,Performance,2022,3
2022-04-30,916,19,3,3,0,190.0,1.0,0,1,0,0.1364,HanoiStreet UE-25,Streetwear,Performance,2022,4
2022-05-31,916,20,6,5,2,120.0,0.9333,1,1,0,0.2,HanoiStreet UE-25,Streetwear,Performance,2022,5
2022-06-30,916,20,5,5,1,120.0,0.9667,1,1,0,0.2,HanoiStreet UE-25,Streetwear,Performance,2022,6
2022-07-31,916,20,2,2,2,300.0,0.9333,1,1,0,0.0909,HanoiStreet UE-25,Streetwear,Performance,2022,7
2022-08-31,916,20,1,1,0,600.0,1.0,0,1,0,0.0476,HanoiStreet UE-25,Streetwear,Performance,2022,8
2022-09-30,916,20,1,1,1,600.0,0.9667,1,1,0,0.0476,HanoiStreet UE-25,Streetwear,Performance,2022,9
2022-10-31,916,20,2,2,2,300.0,0.9333,1,1,0,0.0909,HanoiStreet UE-25,Streetwear,Performance,2022,10
2012-07-31,921,9,3,3,2,90.0,0.9333,1,0,0,0.25,HanoiStreet UE-30,Streetwear,Performance,2012,7
2012-08-31,921,9,3,3,0,90.0,1.0,0,0,0,0.25,HanoiStreet UE-30,Streetwear,Performance,2012,8
2012-09-30,921,9,1,1,0,270.0,1.0,0,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2012,9
2012-10-31,921,9,2,2,0,135.0,1.0,0,1,0,0.1818,HanoiStreet UE-30,Streetwear,Performance,2012,10
2012-12-31,921,9,1,1,0,270.0,1.0,0,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2012,12
2013-02-28,921,9,1,1,2,270.0,0.9333,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2013,2
2013-03-31,921,9,1,1,2,270.0,0.9333,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2013,3
2013-04-30,921,9,3,3,1,90.0,0.9667,1,0,0,0.25,HanoiStreet UE-30,Streetwear,Performance,2013,4
2013-05-31,921,9,2,2,0,135.0,1.0,0,1,0,0.1818,HanoiStreet UE-30,Streetwear,Performance,2013,5
2013-06-30,921,9,1,1,2,270.0,0.9333,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2013,6
2013-10-31,921,9,1,1,1,270.0,0.9667,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2013,10
2014-08-31,921,9,1,1,2,270.0,0.9333,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2014,8
2014-09-30,921,9,1,1,1,270.0,0.9667,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2014,9
2015-04-30,921,9,2,2,0,135.0,1.0,0,1,0,0.1818,HanoiStreet UE-30,Streetwear,Performance,2015,4
2016-01-31,921,9,1,1,2,270.0,0.9333,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2016,1
2018-04-30,921,9,1,1,1,270.0,0.9667,1,1,0,0.1,HanoiStreet UE-30,Streetwear,Performance,2018,4
2022-09-30,921,9,2,2,2,135.0,0.9333,1,1,0,0.1818,HanoiStreet UE-30,Streetwear,Performance,2022,9
2012-07-31,922,22,8,7,2,94.3,0.9333,1,1,0,0.2414,HanoiStreet UE-31,Streetwear,Performance,2012,7
2012-08-31,922,22,5,5,0,132.0,1.0,0,1,0,0.1852,HanoiStreet UE-31,Streetwear,Performance,2012,8
2012-09-30,922,22,5,5,1,132.0,0.9667,1,1,0,0.1852,HanoiStreet UE-31,Streetwear,Performance,2012,9
2012-10-31,922,23,7,6,1,115.0,0.9667,1,1,0,0.2069,HanoiStreet UE-31,Streetwear,Performance,2012,10
